FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,BOAT_DAYS,SOCKEYE_KEPT,COHO_KEPT,PINK_KEPT,CHUM_KEPT,CHINOOK_KEPT,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,2,18,0,402,0,0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,3,"1,018","70,075","1,364","28,978",0,"1,037",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,4,"1,595","249,050","2,511","95,742",0,"1,666",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,5,11,"1,610",0,"1,181",0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,6,92,734,870,"3,631","18,383",3,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,7,322,6,"1,547","1,377","81,779",0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,8,441,483,698,"1,998","32,382","5,176",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2011,10,413,"44,731",489,0,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,11,24,"1,823",0,689,62,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,12,"1,448","75,998",10,"22,100","59,501",6,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,13,537,"21,616",0,"4,179","43,831",3,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,14,599,0,0,0,"58,318",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2011,21,529,0,0,0,"65,469",48,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,23,"1,633","232,444",289,19,"6,222","7,965",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,24,10,0,4,0,"1,495",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2011,25,264,0,689,0,"15,902","13,496",
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2011,29,"1,418","159,431",3,"80,842","35,779","5,515",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2012,3,"1,375","113,241",0,"58,528","14,195",466,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2012,4,"1,388","399,892",0,"24,214",0,314,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2012,5,14,"2,730",0,85,0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2012,6,199,0,0,"2,014","14,786",10,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2012,7,242,1,145,105,"54,091",0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2012,8,868,509,0,349,"137,611","3,807",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,11,0,0,0,0,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,12,602,0,3,6,"36,882",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,13,496,0,0,0,"38,401",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,14,178,0,2,18,"14,070",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2012,18,320,0,0,0,"60,466",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2012,21,199,0,178,0,"23,219",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,23,"1,418","113,464",67,1,"3,558","2,094",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,24,6,,,,,,Catch figures omitted due to privacy restrictions.
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2012,25,233,0,3,0,11,"8,135",
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2012,29,155,0,0,0,"64,427",1,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2013,3,"2,481","138,062","4,456","293,309","11,931","1,129",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2013,4,206,0,0,8,0,997,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2013,7,184,4,721,"1,681","51,323",2,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2013,8,"1,668","2,320",0,"50,387","326,292","5,306",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2013,12,708,0,14,2,"79,713",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2013,13,409,0,3,2,"42,866",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2013,14,443,0,0,0,"30,873",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2013,17,80,0,0,0,"9,993",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2013,21,138,0,3,1,"15,730",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2013,23,189,"11,390","1,103",0,"1,419",171,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2013,25,122,0,2,0,3,"8,688",
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2013,29,173,0,30,1,"94,412",5,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,1,0,0,0,0,0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,3,"2,069","111,426","1,907","31,943","3,947","2,209",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,4,"2,735","363,396","7,932","310,394",0,423,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,5,13,848,86,"3,066",0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,7,166,38,"1,120",476,"46,834",4,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,8,322,650,0,"1,097","27,379","2,234",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2014,10,34,"1,882",61,122,0,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2014,11,326,"58,482",9,"9,937","1,459",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2014,12,"6,319","866,130",33,"173,190","42,721",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2014,13,"1,734","251,514",1,"9,835","34,534",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2014,14,13,154,0,0,3,0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2014,18,333,0,0,0,"28,139",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2014,23,"1,833","169,912",558,9,4,668,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2014,25,145,0,0,0,3,"18,418",
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2014,29,"3,023","1,626,127",67,69,"63,788","6,513",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2015,2,2,,,,,,Catch figures omitted due to privacy restrictions.
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2015,3,"2,659","183,410","10,814","159,088","56,605","1,792",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2015,4,251,"10,698","1,065",949,0,621,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2015,6,373,0,0,"3,603","89,046",21,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2015,7,424,22,162,405,"108,104",2,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2015,8,"1,318","1,811",0,"22,075","293,057","5,328",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2015,12,731,1,6,107,"56,177",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2015,13,398,0,1,7,"35,618",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2015,14,203,0,0,0,"12,812",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2015,17,258,0,0,0,"18,133",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2015,18,78,0,0,0,"22,117",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2015,21,244,0,0,2,"110,535",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2015,23,"1,096","329,505",323,174,10,516,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2015,25,298,0,12,0,"1,446","9,615",
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2015,29,407,0,104,2,"123,329",4,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,3,886,"19,508","1,867","6,271","9,727",830,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,4,"1,206","107,406","10,707","70,633",0,392,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,5,6,478,158,"1,152",0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,6,218,0,0,"21,953","28,110",40,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,7,238,229,224,"1,914","39,722",7,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,8,"1,361","5,295",0,"61,949","330,810","3,185",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2016,10,508,"71,400",0,4,15,0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2016,12,646,0,0,1,"84,589",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2016,13,622,0,0,4,"136,156",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2016,14,270,0,0,0,"39,084",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2016,17,402,0,0,0,"86,254",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2016,18,862,0,0,0,"201,494",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2016,21,312,0,0,0,"137,591",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2016,23,"1,407","161,934",808,0,4,"1,671",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2016,25,255,0,0,0,"13,371","3,451",
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2016,29,377,0,180,0,"178,686",3,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2017,3,"1,078","34,940",568,748,"4,208","1,257",
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2017,6,237,0,536,"5,549","17,740",121,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2017,7,28,20,0,940,"3,138",6,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2017,8,"1,334",753,0,"43,249","232,910","2,992",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2017,12,727,0,10,2,"59,166",1,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2017,13,474,0,0,1,"37,053",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2017,14,122,0,0,0,"16,964",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2017,17,745,0,0,0,"88,944",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2017,18,"1,119",0,0,0,"91,767",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2017,21,248,0,0,0,"36,051",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2017,23,378,"9,936",99,0,1,"7,132",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2017,25,384,0,0,0,"12,150","20,202",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2017,26,36,0,0,0,"8,284",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2017,29,329,0,68,1,"77,382",0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2018,3,379,"11,627",93,818,"8,506",0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2018,4,625,"79,225",0,"10,917",0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2018,5,2,,,,,,Catch figures omitted due to privacy restrictions.
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2018,8,"1,370","3,563",0,"4,834","240,268","4,603",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,11,232,"23,279",0,"1,128","1,518",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,12,"3,853","352,733",0,"29,753","15,257",4,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,13,"1,276","102,994",0,"3,165","5,922",2,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,17,"1,030",0,0,0,"79,077",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,18,418,0,0,0,"16,727",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,19,90,0,0,0,"4,841",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,21,223,0,0,0,"11,467",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,23,512,"10,543","2,278",16,74,"12,056",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,25,96,0,0,0,"7,706","3,307",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2018,26,32,0,0,0,"8,278",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2018,29,"1,102","600,942",0,20,2,24,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2019,3,567,"19,785",0,"19,522","4,289",0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2019,8,855,247,6,621,"86,979","6,092",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2019,23,445,"5,972",178,0,0,"24,811",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2019,25,304,0,0,0,"4,126","14,132",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2019,26,24,0,0,0,"2,717",0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2020,4,201,"22,807",0,"9,363",0,0,
SALMON GILL NET,IN-SEASON,AREA C - SALMON GILL NET,2020,8,436,199,0,"10,666","12,974","4,130",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,12,408,0,100,2,"42,551",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,13,222,0,0,0,"12,893",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,14,60,0,0,0,"6,735",0,
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,23,367,"7,038",0,0,0,"24,919",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,25,117,0,0,0,"6,065","9,980",
SALMON GILL NET,IN-SEASON,AREA D - SALMON GILL NET,2020,26,23,0,0,0,"2,977",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2020,17,214,0,0,0,"8,110",0,
SALMON GILL NET,IN-SEASON,AREA E - SALMON GILL NET,2020,29,353,0,94,0,"33,339",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,1,81,38,625,"508,354",88,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,2,71,7,533,"20,343","86,375",2,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,3,"1,258","535,657","30,836","1,323,365","134,659","2,508",
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,4,"1,165","946,893","14,774","1,210,311","37,811","1,410",
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,5,403,"187,497","4,502","268,376","12,168",616,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,6,118,"16,347","10,650","498,146","29,121",408,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,7,93,374,"3,066","16,953","38,412",24,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1996,8,152,"4,903","10,923","349,933","63,939",285,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1996,12,220,"24,855","2,052","40,457","39,424",117,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1996,13,97,"30,197",444,"8,601","35,410",6,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1996,20,171,"72,077","3,913",196,400,83,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1996,21,269,0,24,0,"292,336",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,1,645,"251,233",355,"324,474","27,103",30,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,2,47,"50,701",578,"8,868","32,264",6,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,3,858,"331,560",717,"537,739","87,014","1,956",
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,4,278,"98,406",176,"209,653","4,389",83,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,5,24,"3,473",231,"18,419","1,380",61,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,6,47,"3,674","1,961","119,185","7,468",143,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,7,123,"1,002","3,619","25,262","34,827",101,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1997,8,138,"23,829","5,444","343,184","48,912",585,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1997,12,"1,524","2,440,005",974,"1,820,269","48,121",76,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1997,13,750,"1,312,525",27,"941,153","27,628",43,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1997,16,292,"149,956",0,"116,230",295,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1997,20,509,"274,670",0,"284,783",527,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1997,21,331,1,0,0,"825,661",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,1,19,"9,545",0,"68,485","1,071",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,2,190,32,0,"625,252","74,991",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,3,334,"23,430",3,"416,303","169,089",95,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,5,6,27,0,75,31,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,6,503,"15,420",0,"524,283","194,527",207,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,7,128,113,991,"6,712","71,730",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1998,8,594,"13,852",0,"477,591","341,421",247,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1998,12,299,"265,937",0,"33,280","406,046",53,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1998,13,317,"167,576",0,"10,971","908,369",20,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1998,14,205,0,0,0,"679,047",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1998,16,0,0,0,0,0,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1998,21,406,0,0,0,"632,644",135,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,1998,25,5,0,0,0,"24,000",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,2,59,0,641,0,"184,718",4,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,3,"1,713","82,126",1,"5,051,892","115,041",11,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,4,50,"4,881",0,"302,855",0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,5,11,0,0,"15,651",0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,6,38,"1,397",0,"13,243","4,230",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,7,124,"4,980",458,"49,559","68,254",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,1999,8,196,"3,210",0,"117,337","43,983",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,1,1,,,,,,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,2,15,11,7,"504,242","44,236",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,3,470,"114,108",0,"288,101","46,203",2,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,4,976,"683,357",0,"283,638","8,320",1,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,5,76,"11,478",0,"24,802","3,152",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,6,285,"10,524",0,"1,500,876","7,434",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,7,29,1,"1,184","1,416","16,125",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2000,8,26,593,0,"23,207","3,679",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2000,12,383,"141,292",284,"942,277","100,794",50,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2000,13,150,"122,818",0,"256,386","56,665",5,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2000,14,0,0,0,0,0,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2000,16,40,"16,310",0,416,4,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,2,24,0,22,0,"30,851",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,3,388,"85,385",29,"1,195,609","24,337",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,4,631,"501,937",76,"987,253","8,201",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,5,90,"8,149",0,"232,162","1,999",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,6,292,"11,023",30,"1,631,902","21,448",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,7,123,84,"2,042","238,901","82,533",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2001,8,185,"1,051",66,"706,840","52,471",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2001,12,185,"13,210",0,"700,390","91,179",36,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2001,13,109,"15,732",0,"262,233","69,429",19,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2001,14,4,0,0,0,603,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2001,18,26,0,0,0,"7,127",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2001,20,119,"45,924",27,"11,051",58,59,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2001,21,106,0,0,0,"65,256",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,2,38,0,0,"42,344","96,968",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,3,474,"56,564",0,"2,249,134","14,626",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,4,358,"53,830",0,"380,401","2,825",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,5,114,"4,877",0,"471,005",548,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,6,192,"12,387",0,"492,205","76,417",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,7,123,163,923,"94,518","113,411",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2002,8,268,"3,264",0,"1,003,175","118,386",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,12,230,"257,598",2,"59,555","162,623",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,13,188,"114,780",19,"11,092","314,995",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,14,87,0,0,0,"99,868",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,18,56,0,0,0,"221,969",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,19,17,0,0,0,"25,369",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,20,104,"262,864",0,227,6,2,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,21,207,2,0,1,"409,754",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,23,103,"237,517",0,0,0,1,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2002,29,2,,,,,,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,2,2,,,,,,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,3,328,"77,320","6,919","1,798,957",8,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,4,188,"88,161",0,"1,087,401",0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,5,51,"5,773",0,"303,195",0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,6,329,"47,923",0,"4,398,576","253,223",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,7,190,646,"2,255","69,983","179,764",6,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2003,8,177,"13,968",525,"571,975","192,717",7,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2003,12,330,"319,903",117,"611,191","250,040",25,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2003,13,209,"116,161",7,"275,521","361,741",1,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2003,14,1,,,,,,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2003,20,17,"11,210",0,"9,626",9,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2003,21,143,0,0,0,"237,449",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2003,23,102,"209,785",0,0,0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,2,35,0,63,"44,644","42,647",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,3,671,"171,982","21,577","1,073,213","11,386",9,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,4,134,"23,692",2,"95,105",0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,5,45,"2,431",0,"153,152",0,0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,6,37,"2,263",0,"51,280","14,832",0,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,7,295,"2,068","16,153","120,947","231,107",13,
SALMON SEINE,POST-SEASON,AREA A - SALMON SEINE,2004,8,356,"1,887","24,742","312,691","347,806",10,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,12,335,"434,479",9,"48,060","414,976",69,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,13,176,"73,654",8,"7,682","433,549",4,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,14,61,0,0,0,"25,917",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,18,1,,,,,,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,20,20,"11,637",1,72,0,0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,21,36,0,0,0,"66,941",0,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,23,17,"48,041",0,0,1,0,
