region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Wannock R,CK-38,WANNOCK,9, Harvest ,Primary,"300,000",Release,Smolt 0+,Wannock R,9,"25,000",Coded Wire Tag,AD,"25,000",
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Fish Cr+Airport Ch,8,"1,656,000",,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks willnot excess 7.2M.  Extra eggs will be taken in lots of up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Salloomt R,CM-16,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Salloomt R,8,"1,656,000",,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M.  Excess eggs will be taken in lots up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Snootli Cr,8,"1,656,000",Fin Clip,AD,"100,000","If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Thorsen Cr/CCST,8,"1,656,000",,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M.  Excess eggs will be taken in lots up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Johnston Cr,CO-21,RIVERS INLET,9, Harvest ,Primary,"30,000",Release,Seapen 1+,Johnston Est,9,"25,000",,,, Enhancement dependant on external funding. Included in production plan for 2014 but uncertain if project will proceed.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Salloomt R,CO-22,BELLA COOLA-DEAN RIVERS,8,,Primary,"34,000",Transfer Out,Egg,Central Coast Sch,,"4,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Salloomt R,CO-22,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary, -   ,Release,Smolt 1+,Salloomt R,8,"25,000",Coded Wire Tag,AD,"25,000","One of three possible coho stocks to be enhanced (2 of 3 will be done). Salloomt will be a primary, as it is higher in the watershed and these fish can provide greater sportfishing opportunity."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,8,,Alternate,"34,000",Transfer Out,Egg,Central Coast Sch,,"4,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,8, Harvest ,Alternate, -   ,Release,Smolt 1+,Snootli Cr,8,"25,000",,,,One of three possible coho stocks to be enhanced (2 of 3 will be done).
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,8,,Primary,"34,000",Transfer Out,Egg,Central Coast Sch,,"4,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary, -   ,Release,Smolt 1+,Thorsen Cr/CCST,8,"25,000",,,,One of three possible coho stocks to be enhanced (2 of 3 will be done).
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Pink,Fall,Atnarko R,PKE-6,HECATE STRAIT-FJORDS,8, Rebuilding ,Primary,"500,000",Release,Fed Fry,Atnarko R,8,"450,000",,,,"In response to the decline of the 2012 cycle year pink run, Snootli hatchery will be initiating an enhancement program on the 2014 return year. A pilot release group was taken in 2013 to evaluate appropriate fish culture strategies to successfully rear Atnarko River pink salmon. Exact production target to be determined in conjunction with Area staff in winter 2014."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Sockeye,Fall,Lonesome Lk,,,8, Rebuilding ,Primary,"100,000",Release,Fed Fry,Lonesome Lk,8,"86,000",Fin Clip,AD,"86,000",
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Sockeye,Summer,Atnarko R,SER-R-16,NORTHERN COASTAL FJORDS,8, Rebuilding ,Primary,"100,000",Release,Fed Fry,Atnarko R,8,"86,000",Fin Clip,AD,"86,000",
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Sockeye,Summer,Williams Cr,SEL-L-20-07,LAKELSE,4, Rebuilding ,Primary, -   ,Release,Fed Fry,Williams Cr,4, -   ,,,,"This project was a short term enhancement program, and has completed pending further habitat restoration work."
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Sugsaw Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"500,000",Release,Fed Fry,Sugsaw Cr,23,"450,000",,,,
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23, Rebuilding ,Primary,"25,000",Release,Fed Fry,Pachena R,23,"20,000",,,,
BC South Coast,CDP,Clayoquot,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Kennedy R Low,CK-31,SOUTHWEST VANCOUVER ISLAND,24, Rebuilding ,Primary,"525,000",Release,Smolt 0+,Kennedy R Low,24,"380,000",,,,
BC South Coast,CDP,Clayoquot,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Kennedy R Low,CK-31,SOUTHWEST VANCOUVER ISLAND,24, Rebuilding ,Primary, -   ,Release,Smolt 0+,Kennedy R Up,24,"100,000",,,,"Decision made by Stock Assessment to assume lower and upper are one population. Assessment of adult returns over the next cycle will determine success of this rebuilding effort. If egg target not achieved, this release will be a priority over the lower river release."
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH,18, Assessment/Conservation ,Primary, -   ,Release,Fed Fry,Cowichan R,18,"150,000",Coded Wire Tag,AD,"150,000",150k fry needed for PST tagging.
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH,18, Assessment/Conservation ,Primary,"800,000",Release,Fed Fry,Cowichan R,18, -   ,Thermal,N/A,"150,000",
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH,18, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Cowichan R,18,"550,000",Coded Wire Tag,AD,"450,000",150k released as 4g fry and 550k released at 6g subyearling.
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH,18, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Cowichan R,18, -   ,Thermal,N/A,"550,000",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R Low,CK-29,NORTHEAST VANCOUVER ISLAND,12,,Alternate,"50,000",Transfer Out,Egg,Woss Comm H,,"50,000",,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R Low,CK-29,NORTHEAST VANCOUVER ISLAND,12, Rebuilding ,Primary,"250,000",Release,Smolt 0+,Nimpkish R Low,12,"112,500",Thermal,N/A,"112,500",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R Low,CK-29,NORTHEAST VANCOUVER ISLAND,12, Rebuilding ,Primary, -   ,Release,Smolt 0+,Woss Lk,12,"112,500",Thermal,N/A,"112,500",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12,,Primary,"10,000,000",Transfer Out,Egg,Vanc Is North Sch,,200,,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Nimpkish R Low,12,"9,000,000",,,,2M base level with additional 8M funded by Namgis First Nation.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS-FALL TIMING,17, Rebuilding ,Primary,"75,000",Release,Fed Fry,Chemainus R,17,"67,500",,,,Fry will be released to upper river to encourage a more natural life history.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS-FALL TIMING,17, Rebuilding ,Primary,"450,000",Release,Unfed,Nanaimo R,17,"10,000",Thermal,N/A,"10,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS-FALL TIMING,17, Rebuilding ,Primary, -   ,Release,Smolt 0+,Nanaimo R,17,"415,000",Thermal,N/A,"415,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Summer,First Lk/GSVI,,,17, Rebuilding ,Primary,"250,000",Release,Smolt 0+,First Lk/GSVI,17,"225,000",Thermal,N/A,"225,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17,,Primary,"500,000",Transfer Out,Egg,Halalt Band,,"100,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Eyed Egg,Chemainus R,17,"400,000",,,,Planted as eyed eggs in Westholme Channel.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Nanaimo R,CM-4,GEORGIA STRAIT,17, Harvest ,Primary,"1,000,000",Release,Unfed,Nanaimo R,17,"900,000",,,,"A maximum of 1M eggs will be taken, 500k only if it is a good return year."
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,,Primary,"250,000",Transfer Out,Egg,Nanaimo Sch,,"1,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,Nanaimo R,17,"50,000",,,,Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Smolt 1+,Nanaimo R,17,"84,000",Fin Clip,AD,"84,000",Proposal to reduce all Strait of Georgia coho smolt releases to 50k level where there is a moderate terminal fishery to historical coho smolt numbers in marine early rearing habitat rejected by Area since capacity for 100k and returns have been poor most years (no surplus). Escapement target 4-7k.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,Nanaimo R Up,17,"40,000",,,,Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Unfed,Napoleon Cr,17,"10,000",,,,Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,Second Lk/GSVI,17,"40,000",,,,Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKE-1,GEORGIA STRAIT,17,,Alternate,"2,000,000",Transfer Out,Egg,Englishman Enh,,"1,000,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKE-1,GEORGIA STRAIT,17,,Alternate, -   ,Transfer Out,Egg,Nile Cr,,"1,000,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKE-1,GEORGIA STRAIT,17, Harvest ,Primary, -   ,Release,Seapen,Nanaimo Est,17,"1,080,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKE-1,GEORGIA STRAIT,17, Harvest ,Primary,"1,200,000",Release,Unfed,Nanaimo R,17,"60,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Seapen,Nanaimo Est,17,"900,000",,,,"Released from seapens at Brandon Island, Gallows Point, Newcastle Island and Nanaimo Harbour."
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Quatse R,CM-5,NORTHEAST VANCOUVER ISLAND,12, Stewardship ,Primary,"120,000",Release,Fed Fry,Quatse R,12,"100,000",,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Rebuilding ,Primary,"160,000",Release,Fed Fry,Cluxewe R,12,"30,000",,,,Release of fry is dependent on assessment of wild component.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Harvest ,Primary, -   ,Release,Smolt 1+,Cluxewe R,12,"100,000",Fin Clip,AD,"100,000",
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,,Primary,"172,000",Transfer Out,Egg,Vanc Is North Sch,,750,,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Quatse Lk,12,"15,000",,,,Release of fry is dependent on assessment of wild component.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Quatse R,12,"15,000",,,,Release of fry is dependent on assessment of wild component.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Harvest ,Primary, -   ,Release,Smolt 1+,Quatse R,12,"100,000",Fin Clip,AD,"100,000",
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,,Primary,"160,000",Transfer Out,Egg,Vanc Is North Sch,,50,,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27, Rebuilding ,Primary, -   ,Release,Unfed,Waukwaas Cr,27,"30,000",,,,Release of fry is dependent on assessment of wild component.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27, Harvest ,Primary, -   ,Release,Smolt 1+,Waukwaas Cr,27,"100,000",Fin Clip,AD,"100,000",
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Cluxewe R,PKE-4,SOUTHERN FJORDS,12, Rebuilding ,Primary,"950,000",Release,Unfed,Cluxewe R,12,"800,000",,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Quatse R,PKE-4,SOUTHERN FJORDS,12, Harvest ,Primary,"1,500,000",Release,Unfed,Quatse R,12,"1,350,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE-FALL TIMING,14,,Alternate, -   ,Transfer In,Egg,Big Qualicum R,,"800,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE-FALL TIMING,14, Harvest ,Alternate, -   ,Release,Fed Fry,Duck Lk,15,"150,000",,,,New proposal for 2014.
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE-FALL TIMING,14, Harvest ,Alternate, -   ,Release,Smolt 0+,Duck Lk,15,"650,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Lang Cr,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15, Harvest ,Primary,"900,000",Release,Fed Fry,Duck Lk,15,"150,000",,,,New proposal for 2014.
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Lang Cr,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15, Harvest ,Primary, -   ,Release,Smolt 0+,Duck Lk,15,"680,000",,,,Includes 80k previously released from Sturt Bay seapens on Texada Island.
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15,,Primary,"880,000",Transfer Out,Fry,Texada Is Vol,,"70,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15, Rebuilding ,Primary, -   ,Release,Fed Fry,Lang Cr,15,"680,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15, Rebuilding ,Primary, -   ,Release,Fed Fry,Willingdon Cr,15,"70,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,,Primary,"300,000",Transfer Out,Egg,Powell R Sch,,540,,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15, Harvest ,Primary, -   ,Release,Fed Fry,Anderson Cr/Lang,15,"22,500",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15, Harvest ,Primary, -   ,Release,Fed Fry,B Creek,15,"22,500",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15, Harvest ,Primary, -   ,Release,Fed Fry,Haslam Lk,15,"215,000",,,,
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,SOUTHWEST VANCOUVER ISLAND,20, Harvest ,Primary, -   ,Release,Seapen 0+,Port Renfrew,20,"40,000",Coded Wire Tag,AD,"40,000",
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,SOUTHWEST VANCOUVER ISLAND,20, Harvest ,Primary, -   ,Release,Seapen 0+,Port Renfrew,20, -   ,Thermal,N/A,"40,000",
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,SOUTHWEST VANCOUVER ISLAND,20, Rebuilding ,Primary,"1,000,000",Release,Smolt 0+,San Juan R,20,"860,000",Coded Wire Tag,AD,"40,000",
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,SOUTHWEST VANCOUVER ISLAND,20, Rebuilding ,Primary, -   ,Release,Smolt 0+,San Juan R,20, -   ,Thermal,N/A,"860,000",
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,San Juan R,CM-10,SOUTHWEST VANCOUVER ISLAND,20, Rebuilding ,Primary,"50,000",Release,Fed Fry,San Juan R,20,"36,000",,,,
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,San Juan R,CO-16,JUAN DE FUCA-PACHENA,20, Harvest ,Primary,"200,000",Release,Fed Fry,San Juan R,20,"165,000",,,,Assessment of enhanced contribution needed. Is this still happening?
BC South Coast,CDP,Sechelt,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Wilson Cr/GSMN,CM-4,GEORGIA STRAIT,16, Rebuilding ,Primary,"500,000",Release,Seapen,Wilson Cr/GSMN,16,"500,000",,,,New. Seapens could be run in Wilson Creek estuary.
BC South Coast,CDP,Sechelt,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer In,Fry,Capilano R,,"25,000",,,,
BC South Coast,CDP,Sechelt,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary, -   ,Release,Seapen 1+,Maclean Bay,16,"25,000",Fin Clip,AD,"25,000",Proposed for 2014.
BC South Coast,CDP,Sechelt,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Sechelt Cr,PKE-1,GEORGIA STRAIT,16, Harvest ,Primary,"200,000",Release,Seapen,Maclean Bay,16,"200,000",,,,New proposal in 2014. Brood available likely only in odd years.
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE-FALL TIMING,14, Harvest ,Alternate, -   ,Release,Smolt 0+,Sliammon R,15, -   ,,,,This backup will not be requested.
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Sliammon R,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15, Harvest ,Primary,"105,000",Release,Smolt 0+,Sliammon R,15,"100,000",,,,
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Sliammon R,CM-4,GEORGIA STRAIT,15, Harvest ,Primary,"2,900,000",Release,Fed Fry,Sliammon R,15,"2,800,000",,,,
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15, Rebuilding ,Primary,"70,000",Release,Fed Fry,Sliammon Lk,15,"60,000",Fin Clip,AD,"60,000",Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Thornton Cr,CK-31,SOUTHWEST VANCOUVER ISLAND,23, Harvest ,Primary,"300,000",Release,Smolt 0+,Thornton Cr,23,"280,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Toquart R,CK-31,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"230,000",Release,Smolt 0+,Toquart R,23,"210,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Salmon Cr/SWVI,,,23, Rebuilding ,Primary,"600,000",Release,Fed Fry,Salmon Cr/SWVI,23,"500,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Toquart R,,,23, Rebuilding ,Primary,"100,000",Release,Fed Fry,Twin R E,24,"90,000",,,,"New. Recommended 500k fed fry for rebuilding with a transplant from Little Toquart, but capacity for only 100k."
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Twin R E,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Rebuilding ,Primary,"60,000",Release,Fed Fry,Twin R E,24,"50,000",,,,Very few fish returning.
