region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Alternate, -   ,Release,Smolt 0+,Englishman R,14,"50,000",,,,2017: Reduction planned in 2017 to 50k after four years of 100k.
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Englishman R,PKO-3,GEORGIA STRAIT,14, Harvest ,Primary,"1,000,000",Release,Unfed,Englishman R,14,"900,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Englishman R,14,"950,000",Thermal,N/A,"1,000,000",2017: Transfer dependent on assessment.
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Rosewall Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"250,000",Release,Fed Fry,Rosewall Cr,14,"225,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Coal Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary,"12,000",Release,Smolt 1+,Coal Cr,14,"10,000",Fin Clip,AD,"10,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Coal Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Coal Cr,14, -   ,Parentage-based Tagging,N/A,"10,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"60,000",Transfer Out,Egg,Comox Valley Sch,,"2,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,,200,,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,14,"50,000",Fin Clip,AD,"50,000",Reduction from 100k to 50k in 2016 based on water availability.
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,14, -   ,Parentage-based Tagging,N/A,"50,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Chef Cr,,,14, Harvest ,Primary,"500,000",Release,Unfed,Chef Cr,14,"450,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Coal Cr,PKO-3,GEORGIA STRAIT,14, Harvest ,Primary,"500,000",Release,Unfed,Coal Cr,14,"450,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Unfed,Chef Cr,14,"50,000",,,,2017: Transfer dependent on assessment.
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Coal Cr,14,"950,000",Thermal,N/A,"1,000,000",2017: Transfer dependent on assessment.
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,French Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"100,000",Release,Fed Fry,French Cr,14,"90,000",,,,
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,"100,000",,,,
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Fed Fry,French Cr,14,"90,000",,,,Transfer dependent on assessment of adults.
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"35,000",Transfer Out,Egg,Qualicum Sch,,"1,000",,,,
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,French Cr,14,"30,000",Fin Clip,AD,"30,000",Fry release number is dependent on assessment of wild component.
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,French Cr,14, -   ,Parentage-based Tagging,N/A,"30,000",
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Phillips R,CK-28,SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x,13, Assessment ,Primary,"160,000",Release,Smolt 0+,Phillips Lk,13,"150,000",Coded Wire Tag,AD,"150,000",
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Phillips R,CK-28,SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x,13, Assessment ,Primary, -   ,Release,Smolt 0+,Phillips Lk,13, -   ,Parentage-based Tagging,N/A,"150,000",
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"16,000",,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Chris Mailman Pd,13,100,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Ito Cr,13,"5,000",,,,Under review. Recommended using local stock.
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,John Wayne Pd,13,500,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Paccar Resort Pd,13,500,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Ritchie Pd S,13,"8,000",,,,Under review. Assessment of adults returning from tranfers needed.
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Ritchie Pd S,,,13, Stewardship ,Primary,"10,000",Release,Fed Fry,Chris Mailman Pd,13,100,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Ritchie Pd S,,,13, Stewardship ,Primary, -   ,Release,Fed Fry,John Wayne Pd,13,500,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Ritchie Pd S,,,13, Stewardship ,Primary, -   ,Release,Fed Fry,Paccar Resort Pd,13,500,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Ritchie Pd S,,,13, Stewardship ,Primary, -   ,Release,Fed Fry,Ritchie Pd S,13,"8,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Goldstream R,CK-21,EAST VANCOUVER ISLAND-GOLDSTREAM_FA_0.x,19, Stewardship ,Primary, -   ,Release,Smolt 0+,Goldstream R,19, -   ,,,,2017: No production planned for 2017.
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Nitinat R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,22,,Primary, -   ,Transfer In,Egg,Nitinat R,,"100,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Nitinat R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,22, Stewardship ,Primary, -   ,Release,Seapen 0+,Victoria Hb,19,"100,000",Coded Wire Tag,AD,"100,000",2017: Under discussion.
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary,"1,000,000",Transfer Out,Egg,Gulf Is Sch,,"2,200",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Pender Is Enh,,"40,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saanich Sch,,"3,800",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saltspring Is,,"5,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saturna Is,,"50,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Sooke Sch,,"4,600",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Victoria Sch,,"12,300",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Fed Fry,Goldstream R,19,"675,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Eyed Egg,Mount Douglas Cr,19,"50,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Eyed Egg,Tseycum Cr,19,"25,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fry,Tseycum Cr,19,"25,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Craigflower Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary,"50,000",Release,Fed Fall,Craigflower Cr,19,"45,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary,"190,000",Transfer Out,Egg,Cowichan Valley Sch,,500,,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Gulf Is Sch,,"1,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saanich Sch,,"3,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Smolt,Saanich Seapens,,"25,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saltspring Is,,"5,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Smolt 1+,Goldstream R,19,"100,000",Fin Clip,AD,"100,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Smolt 1+,Goldstream R,19, -   ,Parentage-based Tagging,N/A,"50,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Fed Fall,Tod Cr,19,"10,000",,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12,,Alternate,"50,000",Transfer Out,Egg,Woss Comm H,,"50,000",,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12, Rebuilding ,Primary,"350,000",Release,Smolt 0+,Nimpkish R Low,12,"162,500",Thermal,N/A,"162,500",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12, Rebuilding ,Primary, -   ,Release,Smolt 0+,Woss Lk,12,"162,500",Thermal,N/A,"162,500",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12,,Primary,"2,500,000",Transfer Out,Egg,Vanc Is North Sch,,200,,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Nimpkish R Low,12,"2,000,000",,,,
BC South Coast,DPI,Halalt Band,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17, Rebuilding ,Primary,"100,000",Release,Unfed,Chemainus R,17,"100,000",,,,
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Sugsaw Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"500,000",Release,Fed Fry,Sugsaw Cr,23,"450,000",,,,
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23, Rebuilding ,Primary,"25,000",Release,Fed Fry,Pachena R,23,"20,000",,,,
BC South Coast,OPS,L Qualicum R,WEM - Little Qualicum Hatchery,Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,"55,000",Transfer Out,Fry,Englishman Enh,,"50,000",,,,
BC South Coast,OPS,L Qualicum R,WEM - Little Qualicum Hatchery,Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Harvest ,Primary,"2,500,000",Release,Smolt 0+,L Qualicum R,14,"2,250,000",,,,
BC South Coast,OPS,L Qualicum R,WEM - Little Qualicum Hatchery,Chum,Fall,L Qualicum R,CM-4,GEORGIA STRAIT,14, Harvest ,Primary,"56,000,000",Release,Chan Fry,L Qualicum R,14,"37,500,000",,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Little R/GSVI,CM-4,GEORGIA STRAIT,14, Rebuilding ,Primary,"200,000",Release,Fed Fry,Little R/GSVI,14,"190,000",,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,"200,000",,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Rebuilding ,Alternate, -   ,Release,Fed Fry,Little R/GSVI,14,"190,000",,,,Transplant from Puntledge River is dependent on assessment of adult returns.
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"40,000",Transfer Out,Egg,Comox Valley Sch,,300,,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Unfed,Little R/GSVI,14,"20,000",Parentage-based Tagging,N/A,"20,000",Fry released from LLD BKD.
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Smolt 1+,Little R/GSVI,14,"35,000",Fin Clip,AD,"35,000",Assesssment of wild component for both smolts and fry ongoing.
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Smolt 1+,Little R/GSVI,14, -   ,Parentage-based Tagging,N/A,"35,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17, Rebuilding ,Primary,"75,000",Release,Fed Fry,Chemainus R,17,"67,500",,,,Fry will be released to upper river to encourage a more natural life history.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17, Rebuilding ,Primary,"450,000",Release,Unfed,Nanaimo R,17,"10,000",Thermal,N/A,"10,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17, Rebuilding ,Primary, -   ,Release,Smolt 0+,Nanaimo R,17,"415,000",Thermal,N/A,"415,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Summer,First Lk/GSVI,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,17, Rebuilding ,Primary,"250,000",Release,Smolt 0+,First Lk/GSVI,17,"225,000",Thermal,N/A,"225,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17, Rebuilding ,Primary,"500,000",Release,Eyed Egg,Chemainus R,17,"500,000",,,,Planted as eyed eggs in Westholme Channel.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Nanaimo R,CM-4,GEORGIA STRAIT,17, Harvest ,Primary,"1,000,000",Release,Unfed,Nanaimo R,17,"900,000",,,,"A maximum of 1M eggs will be taken, 500k only if it is a good return year."
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,,Primary,"250,000",Transfer Out,Egg,Nanaimo Sch,,"1,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,First Lk/GSVI,17,"20,000",Parentage-based Tagging,N/A,"20,000",Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,Nanaimo R,17,"50,000",Parentage-based Tagging,N/A,"50,000",Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Smolt 1+,Nanaimo R,17,"84,000",Fin Clip,AD,"84,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Smolt 1+,Nanaimo R,17, -   ,Parentage-based Tagging,N/A,"84,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,Nanaimo R Up,17,"30,000",Parentage-based Tagging,N/A,"30,000",Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Unfed,Napoleon Cr,17,"10,000",Parentage-based Tagging,N/A,"10,000",Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Fed Fry,Second Lk/GSVI,17,"30,000",,,,Fry release number is dependent on assessment of wild component.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKO-3,GEORGIA STRAIT,17, Harvest ,Primary,"1,200,000",Release,Seapen,Brandon Is,17,"400,000",Thermal,N/A,"1,080,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKO-3,GEORGIA STRAIT,17, Harvest ,Primary, -   ,Release,Seapen,Gallows Point,17,"400,000",,,,"Released from seapens at Brandon Island, Gallows Point, Newcastle Island and Nanaimo Harbour."
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Nanaimo R,PKO-3,GEORGIA STRAIT,17, Harvest ,Primary, -   ,Release,Seapen,Newcastle Is,17,"200,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Seapen,Nanaimo Hb,17,"900,000",,,,"2017: Transfer dependent on assessment. Includes releases to Gallows Point, Newcastle Island and Brandon Island."
BC South Coast,DPI,Nile Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Nile Cr,PKO-3,GEORGIA STRAIT,14, Harvest ,Primary,"1,000,000",Release,Unfed,Nile Cr,14,"900,000",,,,
BC South Coast,DPI,Nile Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Primary, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
