region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G, Assessment ,Alternate,"200,000",Release,Smolt 1+,Chilko R,29G,"150,000",,,,2018: Alternate rearing site if hatchery rebuilding is complete. Currently under discussion.
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Nusatsum R,CK-39,BELLA COOLA-BENTINCK,8, Rebuilding ,Primary,"65,000",Release,Smolt 0+,Nusatsum R,8,"50,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Salloomt R,CK-39,BELLA COOLA-BENTINCK,8, Rebuilding ,Primary,"65,000",Release,Smolt 0+,Salloomt R,8,"50,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Fish Cr+Airport Ch,8,"1,656,000",,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Salloomt R,CM-16,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Salloomt R,8,"1,656,000",,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Snootli Cr,8,"1,656,000",Fin Clip,AD,"100,000","If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary,"1,800,000",Release,Fed Fry,Thorsen Cr/CCST,8,"1,656,000",,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K."
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Salloomt R,CO-22,BELLA COOLA-DEAN RIVERS,8,,Primary,"4,000",Transfer Out,Egg,Central Coast Sch,,"4,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Salloomt R,CO-22,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary, -   ,Release,Smolt 1+,Salloomt R,8, -   ,Coded Wire Tag,AD, -   ,2018 - no coho production due to rebuild
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,8,,Alternate,"4,000",Transfer Out,Egg,Central Coast Sch,,"4,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,8, Harvest ,Alternate, -   ,Release,Smolt 1+,Snootli Cr,8, -   ,,,,2018 - no coho production due to rebuild
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,8,,Primary,"4,000",Transfer Out,Egg,Central Coast Sch,,"4,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,8, Harvest ,Primary, -   ,Release,Smolt 1+,Thorsen Cr/CCST,8, -   ,,,,2018 - no coho production due to rebuild
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Sockeye,Summer,Atnarko R,SER-16,NORTHERN COASTAL FJORDS,8, Rebuilding ,Primary,"100,000",Release,Fed Fry,Atnarko R,8,"86,000",,,,
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Sockeye,Summer,Lonesome Lk,SER-16,NORTHERN COASTAL FJORDS,8, Rebuilding ,Primary,"100,000",Release,Fed Fry,Lonesome Lk,8,"86,000",Fin Clip,AD,"86,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Fed Fry,Kitsum Abv Canyon,4,"100,000",Coded Wire Tag,AD,"100,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary,"150,000",Release,Fed Fry,Kitsum Abv Canyon,4, -   ,Parentage-based Tagging,N/A,"100,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Smolt 1+,Kitsum Abv Canyon,4,"30,000",Coded Wire Tag,AD,"30,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Smolt 1+,Kitsum Abv Canyon,4, -   ,Parentage-based Tagging,N/A,"30,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4,,Primary,"150,300",Transfer Out,Egg,Coast Mtn (Terrace) Sch,,300,,,,
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Fed Fry,Kitsum Bel Canyon,4,"100,000",Coded Wire Tag,AD,"100,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Fed Fry,Kitsum Bel Canyon,4, -   ,Parentage-based Tagging,N/A,"100,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Smolt 1+,Kitsum Bel Canyon,4,"30,000",Coded Wire Tag,AD,"30,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,4, Assessment ,Primary, -   ,Release,Smolt 1+,Kitsum Bel Canyon,4, -   ,Parentage-based Tagging,N/A,"30,000",
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Coho,Fall,Deep Cr/SKNA,CO-32,LOWER SKEENA,4,,Alternate,"1,500",Transfer Out,Egg,Coast Mtn (Terrace) Sch,,"1,500",,,,
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Chinook,Spring,Bulkley R Up,CK-55,UPPER BULKLEY RIVER,4, Rebuilding ,Primary,"40,000",Release,Fed Fall,Bulkley R Up,4,"35,000",,,,2018: Returning to the smolt 1+ strategy based on Lana Miller's recommendation. Increasing egg target to 40K to allow flexibility in a good return year.
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4,,Primary,"50,000",Transfer Out,Egg,Bulkley Val Sch,,"1,300",,,,
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Stewardship ,Primary, -   ,Release,Unfed,Kathlyn Lk,4,"15,000",,,,
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Assessment ,Primary, -   ,Release,Smolt 1+,Toboggan Cr,4,"35,000",Coded Wire Tag,AD,"35,000",
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Assessment ,Primary, -   ,Release,Smolt 1+,Toboggan Cr,4, -   ,Parentage-based Tagging,N/A,"35,000",
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Lagoon Cr/CCST,SEL-19-50,RODERICK,7, Stewardship ,Alternate, -   ,Release,Unfed,Lagoon Cr/CCST,7,"20,000",,,,
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Lagoon Cr/CCST,SEL-19-50,RODERICK,7, Harvest ,Primary,"50,000",Release,Fed Fry,Roderick Lk,7,"45,000",,,,"All to Roderick Lake, unless there is a BKD group.  If so, the BKD group will be released to Lagoon Creek."
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Mary Cv Cr,,,7, Harvest ,Alternate,"50,000",Release,Fed Fry,Roderick Lk,7,"45,000",,,,2017: New stock added
BC South Coast,NA,Barkley Sd Rndtbl S1 Sbct,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,,Primary, -   ,Transfer In,Egg,Robertson Cr,,"100,000",,,,"100k chinook release conditional on adherence by both Barkley Sd Rndtbl S1 Sbct and the DFO to all of the conditions, requirements and obligations established within the agreement for the life of the Collaborative Project."
BC South Coast,NA,Barkley Sd Rndtbl S1 Sbct,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,,Primary, -   ,Transfer Out,Fry,Robertson Cr,,"100,000",,,,"100k chinook release conditional on adherence by both Barkley Sd Rndtbl S1 Sbct and the DFO to all of the conditions, requirements and obligations established within the agreement for the life of the Collaborative Project."
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,"800,000",Transfer Out,Egg,Powell R,,"800,000",,,,
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Assessment/Harvest ,Primary,"4,000,000",Release,Smolt 0+,Big Qualicum R,14,"3,500,000",Coded Wire Tag,AD,"160,000",
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Big Qualicum R,14, -   ,Parentage-based Tagging,N/A,"3,500,000",
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chum,Fall,Big Qualicum R,CM-4,GEORGIA STRAIT,14, Harvest ,Primary,"123,200,000",Release,Chan Fry,Big Qualicum R,14,"49,795,200",,,,
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"440,000",Transfer Out,Egg,Comox Valley Sch,,100,,,,
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,,"1,000",,,,
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Big Qualicum R,14,"400,000",Coded Wire Tag,AD,"40,000",
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Big Qualicum R,14, -   ,Fin Clip,AD,"320,000",
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Big Qualicum R,14, -   ,Parentage-based Tagging,N/A,"400,000",
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Alternate,"100,000",Release,Fed Fry,Horne Lk,14,"100,000",,,,Alternate target if surplus eggs taken.
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer In,Fry,Puntledge R,,"105,000",,,,
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Fry,Puntledge R,,"100,000",,,,
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,,"70,000",,,,
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Chapman Cr,16,"65,000",Thermal,N/A,"70,000",2018: Discussion of release strategy and assessment requirements needed.
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Chapman Cr,CM-4,GEORGIA STRAIT,16, Rebuilding ,Primary,"100,000",Release,Fed Fry,Chapman Cr,16,"90,000",,,,
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16,,Primary,"90,000",Transfer Out,Egg,Sunshine Coast Sch,,300,,,,
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Chapman Cr,16,"50,000",Fin Clip,AD,"50,000",
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Chapman Cr,16, -   ,Parentage-based Tagging,N/A,"50,000",
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Halfmoon Cr,16,"20,000",Fin Clip,AD,"20,000",Dependent on assessment demonstrating that enhancement is meeting a harvest objective (using DNA/PBT sampling). Also dependent on no concerns arising from public about spawners in Halfmoon Bay Creek.
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Harvest ,Primary, -   ,Release,Smolt 1+,Halfmoon Cr,16, -   ,Parentage-based Tagging,N/A,"20,000",
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Chapman Cr,PKE-1,GEORGIA STRAIT,16, Rebuilding ,Primary,"260,000",Release,Unfed,Chapman Cr,16,"250,000",,,,
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Cheakamus R,,,28,,Alternate, -   ,Transfer In,Egg,Tenderfoot Cr,, -   ,,,,300k in odd years only.
BC South Coast,DPI,Chapman Cr,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Pink,Fall,Cheakamus R,,,28, Harvest ,Alternate, -   ,Release,Fed Fry,Chapman Cr,16, -   ,,,,250k in odd years only.
BC South Coast,CDP,Clayoquot,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Kennedy R Low,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"525,000",Release,Smolt 0+,Kennedy R Low,24,"380,000",Fin Clip,AD,"500,000",
BC South Coast,CDP,Clayoquot,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Kennedy R Low,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary, -   ,Release,Smolt 0+,Kennedy R Up,24,"100,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Burman R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary,"400,000",Release,Seapen 0+,Burman Est,25,"350,000",Thermal,N/A,"350,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Conuma R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary,"3,200,000",Transfer Out,Egg,Unknown,,500,,,,Transfer out to research facility or university.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Conuma R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary, -   ,Release,Seapen 0+,Conuma Est,25,"2,200,000",Thermal,N/A,"2,200,000",2018: 1M of release target is in partnership with Nootka Sd Wtsh Soc.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Conuma R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary, -   ,Release,Smolt 0+,Conuma R,25,"500,000",Thermal,N/A,"500,000",Different thermal mark than seapen release.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Gold R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Harvest ,Primary, -   ,Release,Seapen 0+,Gold Est,25, -   ,,,,2018: Proposal to decommission seapen and release everything from lakepen.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Gold R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Rebuilding ,Primary,"360,000",Release,Smolt 0+,Muchalat Lk,25,"350,000",Thermal,N/A,"350,000",2018: Proposal to decommission seapen and release only from lakepen.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary, -   ,Transfer In,Egg,Tahsis R,,"320,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary, -   ,Transfer Out,Egg,Tahsis R,,"320,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Alternate, -   ,Transfer In,Egg,Tahsis R,,"160,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Alternate, -   ,Transfer Out,Egg,Tahsis R,,"160,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,"550,000",Release,Seapen,Canton Est,25,"500,000",,,,No Canton stock will be collected unless Conuma stock is low and Canton stock are available.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25,,Primary,"2,200,000",Transfer Out,Egg,Vanc Is West (Gold R) Sch,,100,,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate, -   ,Release,Seapen,Canton Est,25,"500,000",Thermal,N/A,"500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen,Conuma Est,25,"1,500,000",Thermal,N/A,"1,500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Fed Fry,Conuma R,25,"500,000",Thermal,N/A,"500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,"1,100,000",Release,Fed Fry,Sucwoa R,25,"500,000",Thermal,N/A,"500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,"550,000",Release,Fed Fry,Sucwoa R,25,"500,000",Thermal,N/A, -   ,No Sucwoa stock will be collected unless Conuma stock is low and Sucwoa stock are available.
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Primary,"1,200,000",Release,Fed Fry,Tlupana R,25,"1,000,000",Thermal,N/A,"1,000,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25,,Primary,"160,000",Transfer Out,Egg,Vanc Is West (Gold R) Sch,,900,,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,25,"150,000",Fin Clip,AD,"150,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,25, -   ,Parentage-based Tagging,N/A,"150,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,"50,000",Release,Fed Fry,Conuma R,25,"50,000",Parentage-based Tagging,N/A,"52,000",
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Cowichan R,18,"700,000",Coded Wire Tag,AD,"700,000",
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment/Conservation ,Primary,"735,000",Release,Smolt 0+,Cowichan R,18, -   ,Parentage-based Tagging,N/A,"700,000",
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Cowichan R,18, -   ,Thermal,N/A,"700,000",
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Englishman R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Primary,"120,000",Release,Fed Fry,Englishman R,14,"100,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate, -   ,Transfer In,Fry,L Qualicum R,,"100,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Alternate, -   ,Release,Smolt 0+,Englishman R,14,"100,000",,,,2018: Assessment of rebuilding needed.
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Englishman R,PKE-1,GEORGIA STRAIT,14, Harvest ,Primary,"1,000,000",Release,Unfed,Englishman R,14,"950,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Englishman R,14,"950,000",Thermal,N/A,"1,000,000",2018: Transfer dependent on assessment.
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Rosewall Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"250,000",Release,Fed Fry,Rosewall Cr,14,"225,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Wilfred Cr (Coal),,,14, Stewardship ,Primary,"50,000",Release,Fed Fry,Wilfred Cr (Coal),14,"45,000",,,,2018: New line of production. Release target to be based on escapement benchmarks to be developed.
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"60,000",Transfer Out,Egg,Comox Valley Sch,,"2,000",,,,
