region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Alternate,"1,100,000",Release,Fed Fry,Canton Cr,25,"500,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen,Conuma Est,25,"1,500,000",Thermal,N/A,"1,500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Fed Fry,Conuma R,25,"500,000",Thermal,N/A,"500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Alternate, -   ,Release,Fed Fry,Sucwoa R,25,"500,000",Thermal,N/A,"500,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Alternate,"550,000",Release,Fed Fry,Sucwoa R,25,"500,000",,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Primary,"1,200,000",Release,Fed Fry,Tlupana R,25,"1,000,000",Thermal,N/A,"1,000,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25,,Primary,"195,000",Transfer Out,Egg,Vanc Is West (Gold R) Sch,,900,,,,
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,25,"150,000",Fin Clip,AD,"150,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,25, -   ,Parentage-based Tagging,N/A,"150,000",
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Alternate, -   ,Release,Fed Fry,Conuma R,25,"50,000",Parentage-based Tagging,N/A,"50,000",Surplus production will be released as fry.
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment ,Primary, -   ,Release,Smolt 0+,Cowichan R,18,"700,000",Coded Wire Tag,AD,"700,000",
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment ,Primary,"735,000",Release,Smolt 0+,Cowichan R,18, -   ,Parentage-based Tagging,N/A,"700,000",
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment ,Primary, -   ,Release,Smolt 0+,Cowichan R,18, -   ,Thermal,N/A,"700,000",
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Englishman R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Primary,"120,000",Release,Smolt 0+,Englishman R,14,"100,000",,,,Internal: SEP to review recent hydrologic data with respect to escapement.
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate, -   ,Transfer In,Fry,L Qualicum R,,"110,000",,,,
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Alternate, -   ,Release,Smolt 0+,Englishman R,14,"100,000",,,,2020: Assessment of success in meeting Rebuilding objective needed.
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Englishman R,14, -   ,,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Rosewall Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"250,000",Release,Fed Fry,Rosewall Cr,14,"225,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Wilfred Cr (Coal),CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"50,000",Release,Fed Fry,Wilfred Cr (Coal),14,"45,000",,,,New line of production in 2018.
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"80,000",Transfer Out,Egg,Comox Valley Sch,,"2,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,,200,,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,14,"50,000",Fin Clip,AD,"50,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,14, -   ,Parentage-based Tagging,N/A,"50,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Wilfred Cr (Coal),CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary,"12,000",Release,Smolt 1+,Wilfred Cr (Coal),14,"10,000",Fin Clip,AD,"10,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Wilfred Cr (Coal),CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Wilfred Cr (Coal),14, -   ,Parentage-based Tagging,N/A,"10,000",
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"250,000",,,,
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKE-1,GEORGIA STRAIT,13, Harvest ,Alternate, -   ,Release,Unfed,Wilfred Cr (Coal),14,"250,000",,,,"2020: 	Pink transplants will be gradually reduced from 750Keggs in 2018, 500K in 2019, 250k in 2020. Quinsam pink transplant will cease in 2021."
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,French Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"100,000",Release,Fed Fry,French Cr,14,"90,000",,,,
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,"100,000",,,,
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Fed Fry,French Cr,14,"90,000",,,,Transfer dependent on assessment of adults.
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"35,000",Transfer Out,Egg,Qualicum Sch,,"1,000",,,,
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,French Cr,14,"30,000",Fin Clip,AD,"30,000",Fry release number is dependent on assessment of wild component.
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,French Cr,14, -   ,Parentage-based Tagging,N/A,"30,000",
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Phillips R,CK-28,SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x,13, Rebuilding ,Primary, -   ,Release,Smolt 0+,Phillips Lk,13, -   ,,,,"2020: Reduction from 100,000 in 2019 brood year. Rebuilding objective met so priority is to monitor wild river returns."
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Chris Mailman Pd,13, -   ,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,John Wayne Pd,13, -   ,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Paccar Resort Pd,13, -   ,,,,
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Fed Fry,Ritchie Pd S,13, -   ,,,,2020: On Quinsam River Hatchery production plan.
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Goldstream R,CK-21,EAST VANCOUVER ISLAND-GOLDSTREAM_FA_0.x,19,,Alternate,"50,000",Transfer Out,Smolt,Shaw Centre,,80,,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Goldstream R,CK-21,EAST VANCOUVER ISLAND-GOLDSTREAM_FA_0.x,19, Stewardship ,Alternate, -   ,Release,Smolt 0+,Goldstream R,19,"45,000",Parentage-based Tagging,N/A,"45,000",2020: DNA needed to determine origin. Concern about enhancing strays for Stewardship objective.
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary,"400,000",Transfer Out,Egg,Gulf Is Sch,,"2,200",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Pender Is Enh,,"40,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saanich Sch,,"3,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saturna Is,,"50,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Sooke Sch,,"4,600",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Victoria Sch,,"13,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Fed Fry,Goldstream R,19,"300,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Eyed Egg,Mount Douglas Cr,19,"50,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fry,Tseycum Cr,19,"25,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Craigflower Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary,"50,000",Release,Fed Fall,Craigflower Cr,19,"45,000",Fin Clip,AD,"45,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary,"200,000",Transfer Out,Egg,Cowichan Valley Sch,,500,,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Gulf Is Sch,,"1,800",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saanich Sch,,"5,100",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Smolt,Saanich Seapens,,"25,000",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Alternate,"5,500",Transfer Out,Egg,Saltspring Is,,"5,500",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Sooke Sch,,"3,500",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Victoria Sch,,"4,400",,,,
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Smolt 1+,Goldstream R,19,"100,000",Fin Clip,AD,"100,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Smolt 1+,Goldstream R,19, -   ,Parentage-based Tagging,N/A,"100,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Fed Fall,Millstream R,19,"5,000",Fin Clip,AD,"5,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Fed Fall,Millstream R,19, -   ,Parentage-based Tagging,N/A,"5,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fall,Tetayut Cr,19,"5,000",Fin Clip,AD,"5,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fall,Tetayut Cr,19, -   ,Parentage-based Tagging,N/A,"5,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Smolt 1+,Tod Cr,19,"10,000",Fin Clip,AD,"10,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Smolt 1+,Tod Cr,19, -   ,Parentage-based Tagging,N/A,"10,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fall,Tseycum Cr,19,"10,000",Fin Clip,AD,"10,000",
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fall,Tseycum Cr,19, -   ,Parentage-based Tagging,N/A,"10,000",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12,,Alternate,"55,000",Transfer Out,Egg,Woss Comm H,,"55,000",,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12, Rebuilding ,Primary,"350,000",Release,Smolt 0+,Nimpkish R Low,12,"162,500",Thermal,N/A,"162,500",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Nimpkish R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12, Rebuilding ,Primary, -   ,Release,Smolt 0+,Woss Lk,12,"162,500",Thermal,N/A,"162,500",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12,,Primary,"2,500,000",Transfer Out,Egg,Vanc Is North Sch,,200,,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Nimpkish R Low,12,"2,000,000",Thermal,N/A,"2,000,000",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,"2,250,000",,,,
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Rebuilding ,Alternate, -   ,Release,Seapen,Alert Bay,12,"900,000",Thermal,N/A,"900,000",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Rebuilding ,Alternate, -   ,Release,Fed Fry,Nimpkish R Low,12,"900,000",Thermal,N/A,"900,000",
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Nimpkish R,PKE-4,SOUTHERN FJORDS,12, Stewardship ,Primary,"100,000",Release,Unfed,Nimpkish R,12,"100,000",,,,
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Sugsaw Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"500,000",Release,Fed Fry,Sugsaw Cr,23,"450,000",,,,
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23, Rebuilding ,Primary,"25,000",Release,Fed Fry,Pachena R,23,"20,000",,,,
BC South Coast,OPS,L Qualicum R,WEM - Little Qualicum Hatchery,Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,"110,000",Transfer Out,Fry,Englishman Enh,,"110,000",,,,
BC South Coast,OPS,L Qualicum R,WEM - Little Qualicum Hatchery,Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Harvest ,Primary,"2,500,000",Release,Smolt 0+,L Qualicum R,14,"2,250,000",Parentage-based Tagging,N/A,"2,250,000",
BC South Coast,OPS,L Qualicum R,WEM - Little Qualicum Hatchery,Chum,Fall,L Qualicum R,CM-4,GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Chan Fry,L Qualicum R,14, -   ,,,,"2020: Challenges with infrastructure design at fence will affect ability to load spawning channel. Unitl 2018, target was 37,500,000."
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Little R/GSVI,CM-4,GEORGIA STRAIT,14, Rebuilding ,Primary,"100,000",Release,Fed Fry,Little R/GSVI,14,"90,000",,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,"100,000",,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Rebuilding ,Alternate, -   ,Release,Fed Fry,Little R/GSVI,14,"90,000",,,,Transplant from Puntledge River is dependent on assessment of adult returns.
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"30,000",Transfer Out,Egg,Comox Valley Sch,,300,,,,
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Smolt 1+,Little R/GSVI,14,"20,000",Fin Clip,AD,"20,000",Assesssment of wild component ongoing.
BC South Coast,DPI,Little R/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Little R/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Smolt 1+,Little R/GSVI,14, -   ,Parentage-based Tagging,N/A,"20,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17, Rebuilding ,Primary,"75,000",Release,Fed Fry,Chemainus R,17,"67,500",,,,Fry will be released to upper river to encourage a more natural life history.
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17, Rebuilding ,Primary,"450,000",Release,Unfed,Nanaimo R,17,"10,000",Thermal,N/A,"10,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17, Rebuilding ,Primary, -   ,Release,Smolt 0+,Nanaimo R,17,"415,000",Thermal,N/A,"415,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Summer,First Lk/GSVI,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,17, Rebuilding ,Primary, -   ,Release,Smolt 0+,First Lk/GSVI,17,"225,000",Parentage-based Tagging,N/A,"225,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Summer,First Lk/GSVI,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,17, Rebuilding ,Primary,"250,000",Release,Smolt 0+,First Lk/GSVI,17, -   ,Thermal,N/A,"225,000",
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17, Rebuilding ,Primary, -   ,Release,Eyed Egg,Chemainus R,17, -   ,,,,
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Nanaimo R,CM-4,GEORGIA STRAIT,17,,Primary,"1,000,000",Transfer Out,Egg,Nanaimo Sch,,100,,,,
