Stock,Region,Catch.Year,CWTs,Ages,SEAK.Troll,SEAK.Net,SEAK.Sport,NBC.Troll,NBC.Sport,WCVI.Troll,WCVI.Sport,ISBM.NCBC.Troll,ISBM.NCBC.Net,ISBM.NCBC.Sport,ISBM.SBC.Troll,ISBM.SBC.Net,ISBM.SBC.Sport,ISBM.NF.Troll,ISBM.NF.Sport,ISBM.SF.Troll,ISBM.SF.Sport,ISBM.WAC.Net,ISBM.PS.Net,ISBM.PS.Sport,Term.SEAK.Troll,Term.SEAK.Net,Term.SEAK.Sport,Term.CAN.Net,Term.CAN.Sport,Term.SUS.Troll,Term.SUS.Net,Term.SUS.Sport,Stray,Escapement
Cowichan,ECVI,2009,603,"2,3,4",0.00,0.00,0.50,0.00,0.00,5.80,5.97,0.00,0.00,0.17,0.00,0.00,42.79,0.66,0.00,0.00,0.00,0.00,0.00,5.31,0.00,0.00,0.00,5.64,0.00,0.00,4.15,0.00,11.28,17.74
Cowichan,ECVI,2010,1249,"2,3,4,5",0.24,0.08,0.00,0.00,0.00,8.49,2.24,0.00,0.00,0.32,0.00,0.00,40.75,1.20,0.00,0.00,0.00,0.08,0.64,3.76,0.00,0.00,0.00,1.36,0.00,0.00,5.28,0.00,2.40,33.15
Cowichan,ECVI,2011,1929,"2,3,4,5",0.73,0.21,0.00,0.21,0.16,5.65,3.89,0.00,0.00,1.30,0.00,0.00,21.15,1.45,0.26,0.00,0.00,0.00,0.73,6.27,0.00,0.00,0.00,1.76,0.00,0.00,4.30,0.00,1.76,50.18
Cowichan,ECVI,2012,3380,"2,3,4,5",0.65,0.09,0.12,0.53,0.03,3.61,2.96,0.00,0.00,0.56,0.00,0.12,24.91,2.66,0.36,0.00,0.00,0.00,0.03,9.17,0.00,0.00,0.00,11.95,0.12,0.00,3.61,0.00,1.75,36.78
Cowichan,ECVI,2013,3658,"2,3,4,5",0.30,0.14,0.00,0.00,0.16,2.52,3.58,0.00,0.00,0.22,0.00,0.05,34.42,2.10,0.36,0.00,0.00,0.00,0.98,5.63,0.00,0.00,0.00,1.97,0.00,0.00,4.98,0.00,4.26,38.33
Cowichan,ECVI,2014,2704,"2,3,4,5",1.18,0.00,0.18,0.70,0.00,5.99,5.73,0.00,0.00,0.55,0.00,0.00,44.38,1.44,0.07,0.00,0.00,0.00,0.22,4.33,0.00,0.00,0.00,4.40,0.00,0.00,1.11,0.00,1.18,28.51
Cowichan,ECVI,2015,1313,"2,3,4,5",0.76,0.46,0.00,0.23,0.00,0.53,2.51,0.00,0.00,2.13,0.00,0.00,35.57,1.29,0.00,0.00,0.00,0.00,0.15,1.98,0.00,0.00,0.00,3.66,0.00,0.00,1.29,0.00,7.77,41.66
Cowichan,ECVI,2016,3360,"2,3,4,5",0.33,0.06,0.03,0.15,0.00,1.01,1.28,0.00,0.00,0.68,0.00,0.00,36.34,0.65,0.24,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,2.56,0.00,0.00,3.57,0.00,1.52,50.21
Cowichan,ECVI,2017,3005,"2,3,4,5",0.27,0.10,0.47,0.30,0.00,4.49,4.46,0.00,0.00,0.67,0.00,0.00,24.46,1.03,0.13,0.00,0.00,0.00,0.30,3.49,0.00,0.00,0.00,3.66,0.00,0.00,3.89,0.00,1.06,51.21
Cowichan,ECVI,2018,3796,"2,3,4,5",0.66,0.08,0.00,0.16,0.00,1.03,3.32,0.00,0.32,0.40,0.00,0.00,42.02,0.55,0.00,0.00,0.00,0.00,0.16,5.82,0.00,0.00,0.00,14.65,0.00,0.00,4.32,0.00,1.00,25.53
Cowichan,ECVI,2019,1348,"2,3,4,5",0.37,0.52,0.07,0.59,0.00,2.00,2.97,0.00,0.00,4.53,0.00,0.00,36.72,0.22,0.30,0.00,0.00,0.00,0.00,5.42,0.00,0.00,0.00,0.30,0.00,0.00,6.08,0.00,0.45,39.47
Chilliwack,Fraser,1984,4646,"2,3",0.02,0.00,0.00,0.45,0.00,26.58,0.09,4.69,0.19,0.00,13.73,4.18,22.32,1.92,0.00,0.28,0.11,0.00,1.14,2.32,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.32,20.25
Chilliwack,Fraser,1985,2351,"2,3,4",1.02,0.09,0.00,0.34,0.00,32.62,0.00,2.17,0.72,0.00,6.04,5.49,21.35,3.66,0.38,0.13,0.00,0.00,3.28,4.17,0.00,0.00,0.00,0.00,1.02,0.00,0.30,0.00,4.76,12.46
Chilliwack,Fraser,1986,2149,"2,3,4,5",0.00,0.00,0.00,0.79,0.00,20.20,0.00,2.61,1.49,0.00,9.40,11.77,18.52,2.75,0.19,0.00,0.00,0.00,3.02,7.68,0.00,0.00,0.00,0.00,1.26,0.00,0.47,0.00,1.12,18.75
Chilliwack,Fraser,1987,2709,"2,3,4,5",0.04,0.00,0.00,0.85,0.00,18.60,0.52,0.41,0.30,0.00,15.61,2.73,18.57,3.77,0.15,0.15,0.00,0.04,2.81,2.69,0.00,0.00,0.00,0.00,1.14,0.00,0.44,0.00,1.92,29.27
Chilliwack,Fraser,1988,2450,"2,3,4,5",0.37,0.12,0.00,0.16,0.00,17.63,0.00,0.00,0.12,0.00,6.29,3.71,12.82,4.04,0.08,0.08,0.00,0.00,2.65,2.69,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,2.29,44.49
Chilliwack,Fraser,1989,1304,"2,3,4,5",0.23,0.00,0.00,0.00,0.00,23.08,0.00,0.00,0.46,0.00,1.69,3.14,20.40,4.37,0.15,1.15,0.00,0.00,2.76,1.30,0.00,0.00,0.00,0.00,0.54,0.00,0.31,0.00,2.07,38.34
Chilliwack,Fraser,1990,1724,"2,3,4,5",0.93,0.00,0.00,0.00,0.00,10.85,2.09,0.12,1.28,0.00,3.54,1.91,17.17,6.32,0.52,0.00,0.00,0.00,8.53,7.60,0.00,0.00,0.00,1.80,1.10,0.00,0.58,0.00,4.23,31.44
Chilliwack,Fraser,1991,3103,"2,3,4,5",0.19,0.13,0.00,0.39,0.00,19.37,0.48,0.23,0.84,0.00,9.09,1.80,16.15,12.92,0.19,0.39,0.00,0.00,3.64,5.16,0.00,0.00,0.00,2.42,1.48,0.00,0.64,0.00,0.97,23.53
Chilliwack,Fraser,1992,4221,"2,3,4,5",0.31,0.00,0.00,0.09,0.00,19.78,0.12,0.69,0.26,0.00,6.52,0.81,10.68,8.62,0.12,0.00,0.00,0.00,0.78,3.51,0.00,0.00,0.00,0.50,1.14,0.00,0.00,0.00,1.49,44.59
Chilliwack,Fraser,1993,2027,"2,3,4,5",0.20,0.00,0.00,0.00,0.00,13.02,0.35,0.00,0.00,0.00,7.99,0.10,7.15,7.15,0.00,0.25,0.00,0.00,0.00,1.09,0.00,0.00,0.00,1.28,1.97,0.00,0.00,0.00,2.07,57.38
Chilliwack,Fraser,1994,719,"2,3,4,5",0.42,0.28,0.00,0.83,0.00,8.48,0.00,0.42,1.67,0.00,3.34,4.17,10.15,1.53,0.00,0.00,0.00,0.00,2.78,6.12,0.00,0.00,0.00,1.53,5.84,0.00,0.42,0.00,0.00,52.02
Chilliwack,Fraser,1995,2213,"2,3,4,5",0.00,0.00,0.00,0.00,0.00,12.74,0.50,0.00,0.81,0.00,0.00,0.36,8.09,1.08,0.00,0.00,0.00,0.00,0.99,2.49,0.00,0.00,0.00,1.85,0.99,0.00,0.00,0.00,0.05,70.04
Chilliwack,Fraser,1996,1769,"2,3,4,5",0.23,0.00,0.00,0.00,0.00,2.04,0.40,0.00,1.07,0.00,0.00,0.23,21.76,2.88,0.23,1.19,0.00,0.00,0.57,4.41,0.00,0.00,0.00,0.85,2.54,0.00,0.28,0.00,0.06,61.28
Chilliwack,Fraser,1997,2409,"2,3,4,5",0.54,0.00,0.00,0.12,0.00,12.74,0.87,0.29,0.62,0.00,0.00,0.58,16.44,3.36,0.08,1.33,0.08,0.00,1.66,3.94,0.00,0.00,0.00,2.57,2.53,0.00,0.50,0.00,0.00,51.72
Chilliwack,Fraser,1998,3196,"2,3,4,5",0.50,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.25,0.00,0.03,4.35,2.10,0.00,1.16,0.00,0.00,0.22,0.91,0.00,0.00,0.00,0.16,1.25,0.00,0.00,0.00,0.47,88.39
Chilliwack,Fraser,1999,3370,"2,3,4,5",0.12,0.00,0.00,0.18,0.00,0.33,1.42,0.00,0.00,0.00,0.00,0.00,11.36,12.85,0.47,0.47,0.00,0.00,0.09,0.53,0.00,0.00,0.00,0.42,1.57,0.00,0.59,0.00,0.30,69.29
Chilliwack,Fraser,2000,3582,"2,3,4,5",0.08,0.00,0.00,0.00,0.00,4.41,1.87,0.00,0.00,0.31,0.00,0.00,3.71,3.29,0.06,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,1.84,0.00,0.39,0.00,0.03,83.31
Chilliwack,Fraser,2001,3475,"2,3,4,5",0.06,0.06,0.00,0.00,0.00,4.43,1.87,0.00,0.00,0.20,0.00,0.00,11.60,6.76,0.43,0.75,0.00,0.00,0.32,6.13,0.00,0.00,0.00,0.23,15.54,0.00,0.60,0.00,0.03,50.99
Chilliwack,Fraser,2002,5136,"2,3,4,5",0.27,0.00,0.00,0.14,0.00,8.18,4.34,0.00,0.12,0.23,0.00,0.00,4.83,7.40,1.21,0.56,0.00,0.00,0.10,1.97,0.00,0.00,0.00,0.56,5.22,0.00,0.19,0.00,0.00,64.68
Chilliwack,Fraser,2003,4945,"2,3,4,5",0.14,0.00,0.00,0.00,0.00,5.36,2.18,0.00,0.00,0.16,0.00,0.00,3.50,7.56,0.44,0.51,0.00,0.00,0.24,1.19,0.00,0.00,0.00,0.28,6.07,0.00,0.00,0.00,5.64,66.71
Chilliwack,Fraser,2004,6874,"2,3,4,5",0.13,0.00,0.00,0.16,0.00,5.19,2.30,0.00,0.00,0.00,0.00,0.00,2.23,6.66,0.20,0.07,0.00,0.00,0.09,1.08,0.00,0.00,0.00,0.65,4.64,0.00,0.00,0.00,0.36,76.23
Chilliwack,Fraser,2005,4298,"2,3,4,5",0.02,0.00,0.00,0.09,0.00,7.05,2.98,0.00,0.09,0.19,0.00,0.00,4.58,3.54,0.81,0.00,0.00,0.00,0.16,0.95,0.00,0.00,0.00,3.19,5.61,0.00,0.58,0.00,0.00,70.15
Chilliwack,Fraser,2006,2743,"2,3,4,5",0.00,0.00,0.00,0.47,0.00,7.84,2.15,0.00,0.00,0.00,0.00,0.00,2.44,2.88,0.33,0.07,0.00,0.00,0.15,1.68,0.00,0.00,0.00,0.62,4.85,0.00,0.07,0.00,0.98,75.46
Chilliwack,Fraser,2007,2431,"2,3,4,5",0.00,0.00,0.00,0.21,0.00,6.25,2.43,0.00,0.00,0.00,0.00,0.00,1.40,2.02,0.12,0.00,0.00,0.00,0.08,1.15,0.00,0.00,0.00,1.93,4.81,0.00,0.41,0.00,0.12,79.06
Chilliwack,Fraser,2008,2860,"2,3,4,5",0.31,0.00,0.00,0.00,0.00,10.87,3.85,0.00,0.00,0.00,0.00,0.07,3.22,4.69,1.61,0.00,0.07,0.00,0.21,2.03,0.00,0.00,0.00,0.94,9.55,0.00,0.63,0.00,0.59,61.36
Chilliwack,Fraser,2009,2986,"2,3,4,5",0.00,0.00,0.00,0.00,0.00,1.67,2.41,0.00,0.00,0.00,0.00,0.03,4.66,0.70,0.33,0.00,0.00,0.00,0.60,3.25,0.00,0.00,0.00,3.32,14.00,0.00,0.20,0.00,1.27,67.55
Chilliwack,Fraser,2010,6393,"2,3,4,5",0.25,0.00,0.00,0.05,0.00,2.64,2.38,0.00,0.00,0.00,0.00,0.03,6.24,3.10,0.95,0.36,0.00,0.00,0.42,1.45,0.00,0.00,0.00,1.44,6.16,0.00,0.38,0.00,0.59,73.55
Chilliwack,Fraser,2011,5881,"2,3,4,5",0.00,0.00,0.00,0.09,0.00,3.74,2.40,0.00,0.03,0.15,0.00,0.85,3.84,1.28,0.56,0.02,0.00,0.00,0.31,2.69,0.00,0.00,0.00,0.68,3.01,0.00,0.53,0.00,0.00,79.83
Chilliwack,Fraser,2012,5613,"2,3,4,5",0.00,0.00,0.00,0.02,0.00,1.03,1.41,0.00,0.00,0.04,0.00,0.20,11.56,5.15,0.73,0.11,0.05,0.00,0.09,7.41,0.00,0.00,0.00,0.27,5.36,0.00,0.36,0.00,0.00,66.22
Chilliwack,Fraser,2013,13046,"2,3,4,5",0.02,0.05,0.00,0.09,0.02,2.42,2.29,0.00,0.04,0.03,0.00,0.95,10.30,5.43,1.03,0.08,0.00,0.00,0.49,3.01,0.00,0.00,0.00,1.30,5.68,0.00,0.24,0.00,0.28,66.26
Chilliwack,Fraser,2014,11961,"2,3,4,5",0.13,0.00,0.00,0.01,0.00,1.40,1.22,0.00,0.00,0.03,0.06,2.26,11.59,3.49,0.57,0.14,0.00,0.00,0.63,2.02,0.00,0.00,0.00,1.35,3.80,0.00,0.18,0.00,0.33,70.81
Chilliwack,Fraser,2015,6333,"2,3,4,5",0.00,0.00,0.00,0.05,0.08,0.46,0.52,0.00,0.00,0.00,0.02,1.09,10.44,3.08,0.47,0.02,0.00,0.16,0.33,1.50,0.00,0.00,0.00,3.24,5.94,0.00,0.00,0.00,1.03,71.59
Chilliwack,Fraser,2016,6948,"2,3,4,5",0.06,0.03,0.00,0.04,0.00,1.07,1.84,0.00,0.00,0.00,0.00,0.16,12.52,1.91,0.45,0.06,0.00,0.00,0.01,0.22,0.00,0.00,0.00,0.78,6.82,0.00,0.23,0.00,0.29,73.52
Chilliwack,Fraser,2017,5652,"2,3,4,5",0.00,0.00,0.00,0.09,0.00,1.82,3.36,0.00,0.00,0.04,0.00,0.44,18.98,4.64,0.60,0.09,0.05,0.00,0.18,0.96,0.00,0.00,0.00,0.57,8.85,0.00,0.12,0.00,0.96,58.26
Chilliwack,Fraser,2018,6017,"2,3,4,5",0.18,0.00,0.00,0.32,0.00,0.50,1.05,0.00,0.00,0.22,0.00,0.78,24.75,5.07,0.27,0.03,0.00,0.00,0.35,1.10,0.00,0.00,0.00,1.36,2.59,0.00,0.05,0.00,0.00,61.39
Chilliwack,Fraser,2019,10540,"2,3,4,5",0.13,0.10,0.02,0.15,0.00,0.45,0.76,0.00,0.00,0.06,0.00,0.34,7.62,1.18,0.16,0.00,0.00,0.00,0.49,1.33,0.00,0.00,0.00,0.16,7.69,0.00,0.00,0.00,0.11,79.24
Big Qualicum,ECVI,1979,5085,"2,3,4,5",4.33,0.69,0.43,1.91,0.00,2.48,0.00,10.54,4.09,0.14,20.98,7.85,18.33,0.00,0.08,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,27.89
Big Qualicum,ECVI,1980,2919,"2,3,4,5",1.58,1.61,0.41,4.66,0.00,4.66,0.00,7.16,3.46,0.31,15.21,9.46,24.91,0.14,0.00,0.00,0.00,0.00,0.21,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,25.93
Big Qualicum,ECVI,1981,1536,"2,3,4,5",2.28,0.13,0.39,1.43,0.00,1.63,0.00,12.37,4.56,0.00,17.51,9.44,38.22,0.00,0.00,0.00,0.00,0.00,0.13,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.26
Big Qualicum,ECVI,1982,788,"2,3,4,5",5.58,0.63,1.27,4.70,0.00,4.57,0.00,6.09,8.50,0.25,12.56,11.93,13.07,0.00,0.00,0.00,0.00,0.00,0.25,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.13,28.93
Big Qualicum,ECVI,1983,696,"2,3,4,5",5.46,0.29,0.86,5.03,0.00,1.15,0.00,7.18,4.60,0.29,14.51,14.08,24.14,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.41
Big Qualicum,ECVI,1984,556,"2,3,4,5",2.16,0.36,0.00,1.44,0.00,1.62,0.00,7.01,3.78,1.08,8.99,6.12,48.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.53
Big Qualicum,ECVI,1985,806,"2,3,4,5",6.82,1.12,0.00,2.11,0.00,1.61,0.00,4.34,6.58,0.62,2.36,12.03,33.37,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.87,0.00,0.25,25.19
Big Qualicum,ECVI,1986,1346,"2,3,4,5",2.90,0.45,0.00,0.74,0.00,1.41,0.00,13.60,7.80,0.82,9.96,6.91,36.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,17.98
Big Qualicum,ECVI,1987,796,"2,3,4,5",10.05,0.00,0.88,4.27,0.00,4.65,0.00,2.76,2.51,0.00,2.14,5.03,32.41,0.75,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.92
Big Qualicum,ECVI,1988,547,"2,3,4,5",2.38,1.83,0.00,2.19,0.00,2.74,0.00,1.10,8.23,0.00,1.65,3.84,45.89,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.37,28.15
Big Qualicum,ECVI,1989,632,"2,3,4,5",3.48,5.06,0.79,3.48,0.00,4.91,0.00,0.47,0.79,0.00,1.90,6.96,42.25,0.32,0.00,0.00,0.00,0.00,0.00,1.11,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,26.74
Big Qualicum,ECVI,1990,781,"2,3,4,5",4.48,4.35,0.00,6.53,1.66,2.94,0.00,1.54,6.15,0.00,3.59,9.73,24.84,0.13,0.00,0.00,0.00,0.00,0.00,2.56,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.51,30.60
Big Qualicum,ECVI,1991,795,"2,3,4,5",2.77,3.40,0.00,2.26,0.00,1.89,0.00,1.26,2.52,0.63,5.91,4.65,44.65,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.38,0.00,0.88,27.80
Big Qualicum,ECVI,1992,765,"2,3,4,5",3.14,5.23,2.35,5.36,0.00,3.14,0.00,5.49,1.18,1.18,9.67,3.14,38.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.39,0.00,1.05,18.69
Big Qualicum,ECVI,1993,523,"2,3,4,5",1.34,2.29,0.00,1.72,0.00,1.72,0.00,4.21,2.29,0.00,4.21,5.74,50.48,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,24.67
Big Qualicum,ECVI,1994,278,"2,3,4,5",5.04,0.00,0.00,1.44,1.80,2.88,0.00,1.44,3.24,0.00,5.04,1.44,32.73,0.00,0.00,0.00,0.00,0.00,2.52,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.36,41.01
Big Qualicum,ECVI,1995,248,"2,3,4,5",6.85,0.00,0.00,1.61,0.00,0.00,0.00,0.00,8.06,0.00,0.00,2.82,30.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.40,49.19
Big Qualicum,ECVI,1996,371,"2,3,4,5",2.96,0.00,0.00,0.54,0.00,0.27,0.00,0.00,0.81,0.81,0.00,0.27,56.87,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,36.12
Big Qualicum,ECVI,1997,234,"2,3,4,5",4.27,0.00,0.00,3.42,0.00,0.00,2.14,3.42,1.71,1.71,0.85,2.99,34.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,44.44
Big Qualicum,ECVI,1998,209,"2,3,4,5",7.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,28.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,59.33
Big Qualicum,ECVI,1999,297,"2,3,4,5",6.06,2.02,0.00,3.70,2.36,0.00,0.00,3.70,0.00,0.00,0.00,0.00,20.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,1.68,58.92
Big Qualicum,ECVI,2000,248,"2,3,4,5",16.53,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,17.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,60.89
Big Qualicum,ECVI,2001,528,"2,3,4,5",5.30,10.42,0.00,0.00,9.28,0.57,0.00,0.00,0.00,0.95,0.00,0.00,12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,1.70,58.14
Big Qualicum,ECVI,2002,337,"2,3,4,5",10.09,0.00,2.67,3.56,0.00,1.78,3.26,0.00,0.00,3.26,0.00,5.04,13.06,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,2.37,52.23
Big Qualicum,ECVI,2003,259,"2,3,4,5",8.49,0.39,1.93,0.00,0.00,3.47,0.00,0.00,0.00,10.04,0.00,0.00,17.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.32,55.98
Big Qualicum,ECVI,2004,412,"2,3,4,5",8.50,0.00,1.46,5.34,0.00,1.46,0.00,0.00,0.00,0.00,0.00,0.00,15.05,0.49,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.94,64.56
Big Qualicum,ECVI,2005,600,"2,3,4,5",9.67,0.33,0.00,2.00,0.00,5.33,2.83,0.00,1.00,2.50,0.00,0.00,22.17,0.50,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,1.17,49.17
Big Qualicum,ECVI,2006,625,"2,3,4,5",5.12,3.68,1.44,1.60,0.00,0.64,0.00,0.00,0.00,2.88,0.00,0.00,9.60,0.00,0.48,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,73.92
Big Qualicum,ECVI,2007,622,"2,3,4,5",12.22,0.64,0.64,5.31,3.22,0.64,2.25,0.00,0.96,1.29,0.00,0.00,15.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.48,55.47
Big Qualicum,ECVI,2008,446,"2,3,4,5",4.93,0.90,2.91,1.79,0.00,0.90,2.91,0.00,0.00,4.04,0.00,0.45,18.83,0.00,0.00,0.00,0.00,0.00,0.00,4.71,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.22,56.05
Big Qualicum,ECVI,2009,557,"2,3,4,5",4.67,5.57,0.00,1.97,0.00,1.44,2.51,0.00,0.00,1.62,0.00,0.00,16.16,0.54,0.00,0.00,0.00,0.00,0.36,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,1.62,62.30
Big Qualicum,ECVI,2010,476,"2,3,4,5",6.30,0.21,1.47,1.68,0.00,1.05,3.78,0.00,0.00,1.47,0.00,0.00,20.59,1.89,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.84,59.24
Big Qualicum,ECVI,2011,523,"2,3,4,5",7.84,1.72,2.10,0.00,1.34,1.15,0.00,0.00,0.00,3.82,0.00,0.00,13.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,1.15,0.00,0.96,65.58
Big Qualicum,ECVI,2012,554,"2,3,4,5",7.58,1.62,0.00,3.07,1.44,2.89,0.00,0.00,0.00,4.33,0.00,0.00,26.53,0.54,0.00,0.00,0.00,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.72,49.10
Big Qualicum,ECVI,2013,903,"2,3,4,5",1.88,1.77,0.00,1.33,1.44,0.44,1.99,0.00,0.00,1.22,0.00,0.00,26.80,0.22,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.55,0.00,0.22,60.80
Big Qualicum,ECVI,2014,1938,"2,3,4,5",3.20,1.96,0.26,1.24,0.77,0.41,2.37,0.00,0.00,0.93,0.00,0.00,43.03,0.41,0.10,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.10,44.32
Big Qualicum,ECVI,2015,2059,"2,3,4,5",4.91,0.58,0.49,0.87,0.19,1.12,0.63,0.00,0.10,1.89,0.00,0.00,23.46,0.15,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.24,65.18
Big Qualicum,ECVI,2016,1129,"2,3,4,5",6.73,2.83,0.53,0.71,0.00,0.00,0.97,0.00,0.00,3.90,0.00,0.00,40.12,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,42.69
Big Qualicum,ECVI,2017,694,"2,3,4,5",1.73,0.58,0.00,1.73,0.58,0.00,0.14,0.00,0.00,3.03,0.00,0.00,18.44,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,73.34
Big Qualicum,ECVI,2018,262,"2,3,4,5",1.15,1.91,0.00,1.53,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,32.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.83
Big Qualicum,ECVI,2019,370,"2,3,4,5",1.35,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.92,0.00,0.00,38.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.81
Atnarko.Yearling,North Coast,1993,4,"2,3",25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Atnarko.Yearling,North Coast,1994,57,"2,3,4",1.75,10.53,0.00,0.00,1.75,0.00,0.00,0.00,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.91
Atnarko.Yearling,North Coast,1995,348,"2,3,4,5",8.91,0.00,0.00,3.16,3.45,0.00,0.00,0.00,24.71,1.44,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,3.16,0.00,0.00,0.00,0.00,51.15
Atnarko.Yearling,North Coast,1996,671,"3,4,5",4.92,0.45,0.15,0.30,0.60,0.00,0.00,0.00,13.71,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.77,12.07,0.00,0.00,0.00,0.00,62.00
