Project,Species,Run,Recovery Year,RETURN_SITE_CODE,Return Site,CU Index,CU Name,Composite Type,Composite Descr,Sex/Maturity,Total Count,Total Examined,Expanded Enh,Enh Contr %
Chehalis R,Chinook,Fall,2019,229,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,Broodstock,Removals (excluding live Ad sacrifices),Females,299,208,222.923,74.556
Chehalis R,Chinook,Fall,2019,229,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,Broodstock,Removals (excluding live Ad sacrifices),Jacks,18,18,8.691,48.283
Chehalis R,Chinook,Fall,2019,229,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,Broodstock,Removals (excluding live Ad sacrifices),Males,212,212,74.624,35.2
Chehalis R,Chinook,Fall,2019,229,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,River,StAD deadpitch + AFC sacrifices,Females,21075,4363,919.495,4.363
Chehalis R,Chinook,Fall,2019,229,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,River,StAD deadpitch + AFC sacrifices,Jacks,2354,243,114.656,4.871
Chehalis R,Chinook,Fall,2019,229,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,River,StAD deadpitch + AFC sacrifices,Males,24287,4134,1025.229,4.221
Chemainus R,Chinook,Fall,1991,151,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,Broodstock,B1,Total Adults,210,210,210,100
Chemainus R,Chinook,Fall,1992,151,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,Broodstock,B1,Total Adults,154,154,142.18,92.325
Chemainus R,Chinook,Fall,1994,151,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,Broodstock,B1,Jacks,13,13,13,100
Chemainus R,Chinook,Fall,1994,151,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,Broodstock,B1,Total Adults,143,143,135.65,94.86
Chemainus R,Coho,Fall,1994,151,Chemainus R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,B1,Total Adults,94,94,10.05,10.691
Chemainus R,Chinook,Fall,1995,151,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,Broodstock,B1,Total Adults,137,137,109.05,79.599
Chilliwack R,Chinook,Summer,1985,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Jacks,2,2,1.167,58.35
Chilliwack R,Chinook,Summer,1985,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,50,50,50,100
Chilliwack R,Chinook,Summer,1986,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,50,50,50,100
Chilliwack R,Chinook,Summer,1988,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Jacks,22,22,14.93,67.864
Chilliwack R,Chinook,Summer,1988,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,26,26,13.17,50.654
Chilliwack R,Chinook,Summer,1989,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Jacks,26,26,20.72,79.692
Chilliwack R,Chinook,Summer,1989,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,397,397,378.01,95.217
Chilliwack R,Chinook,Summer,1990,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,860,860,784.22,91.188
Chilliwack R,Chinook,Summer,1990,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,River,N1,Total Adults,100,0,91.188,91.188
Chilliwack R,Chinook,Summer,1991,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Jacks,40,40,39.99,99.975
Chilliwack R,Chinook,Summer,1991,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,652,652,484.24,74.27
Chilliwack R,Chinook,Summer,1992,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,617,617,617,100
Chilliwack R,Chinook,Summer,1993,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Jacks,29,29,29,100
Chilliwack R,Chinook,Summer,1993,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,1148,1148,898.27,78.247
Chilliwack R,Chinook,Summer,1994,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,574,574,407.54,71
Chilliwack R,Chinook,Summer,1994,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,River,N1,Total Adults,223,173,158.34,71.004
Chilliwack R,Chinook,Summer,1995,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,B1,Jacks,17,17,17,100
Chilliwack R,Chinook,Summer,1995,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,448,448,339.72,75.83
Chilliwack R,Chinook,Summer,1995,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,River,N1,Total Adults,299,299,226.74,75.833
Chilliwack R,Chinook,Summer,1996,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,1076,1076,531.83,49.427
Chilliwack R,Chinook,Summer,1996,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,River,N1,Total Adults,306,306,151.25,49.428
Chilliwack R,Chinook,Summer,1997,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,Broodstock,H1,Total Adults,666,666,11.79,1.77
Chilliwack R,Chinook,Summer,1997,107,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,River,N1,Total Adults,761,761,13.47,1.77
Chilliwack R,Coho,Fall,1982,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,1434,1434,954.309,66.549
Chilliwack R,Coho,Fall,1982,231,Salwein Cr,CO-47,LOWER FRASER,Broodstock,B1,Jacks,306,306,253.488,82.839
Chilliwack R,Coho,Fall,1982,232,Post Cr,CO-47,LOWER FRASER,Mark Sampling,H1,Jacks,1,1,1,100
Chilliwack R,Coho,Fall,1983,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,1973,1973,1404.043,71.163
Chilliwack R,Coho,Fall,1983,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,3249,3249,2294.417,70.619
Chilliwack R,Coho,Fall,1983,230,Dolly Varden Cr,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,59,59,7.91,13.407
Chilliwack R,Coho,Fall,1983,231,Salwein Cr,CO-47,LOWER FRASER,River,N1,Jacks,60,60,30.831,51.385
Chilliwack R,Coho,Fall,1983,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,580,580,409.592,70.619
Chilliwack R,Coho,Fall,1983,230,Dolly Varden Cr,CO-47,LOWER FRASER,River,N1,Total Adults,1167,554,156.45,13.406
Chilliwack R,Coho,Fall,1983,231,Salwein Cr,CO-47,LOWER FRASER,River,N1,Total Adults,1000,379,880.996,88.1
Chilliwack R,Coho,Fall,1983,232,Post Cr,CO-47,LOWER FRASER,River,N1,Total Adults,426,426,107.838,25.314
Chilliwack R,Chinook,Fall,1984,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,201,201,97.5,48.507
Chilliwack R,Coho,Fall,1984,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,3180,3180,2061.426,64.825
Chilliwack R,Chinook,Fall,1984,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,170,170,133.35,78.441
Chilliwack R,Coho,Fall,1984,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,4664,4664,3539.31,75.886
Chilliwack R,Coho,Fall,1984,230,Dolly Varden Cr,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,225,225,51.12,22.72
Chilliwack R,Coho,Fall,1984,232,Post Cr,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,549,549,427.658,77.898
Chilliwack R,Coho,Fall,1984,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,826,826,626.816,75.886
Chilliwack R,Coho,Fall,1984,232,Post Cr,CO-47,LOWER FRASER,River,N1,Total Adults,2154,2154,1677.915,77.898
Chilliwack R,Coho,Fall,1984,231,Salwein Cr,CO-47,LOWER FRASER,River,N1,Total Adults,1375,1374,626.22,45.543
Chilliwack R,Coho,Fall,1984,230,Dolly Varden Cr,CO-47,LOWER FRASER,River,N1,Total Adults,5775,101,1312.094,22.72
Chilliwack R,Chinook,Fall,1984,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Tendered Sale,Z1,Jacks,130,130,63.07,48.515
Chilliwack R,Chinook,Fall,1984,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Tendered Sale,Z1,Total Adults,34,34,26.67,78.441
Chilliwack R,Chinook,Fall,1985,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,573,573,379.061,66.154
Chilliwack R,Coho,Fall,1985,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,10569,10569,10038.043,94.976
Chilliwack R,Chinook,Fall,1985,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,192,192,126.8,66.042
Chilliwack R,Coho,Fall,1985,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,21833,21833,21316.927,97.636
Chilliwack R,Coho,Fall,1985,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B2,Total Adults,7,7,7.001,100.014
Chilliwack R,Coho,Fall,1985,232,Post Cr,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,167,167,28.649,17.155
Chilliwack R,Chinook,Fall,1985,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,1482,341,1283.79,86.626
Chilliwack R,Coho,Fall,1985,230,Dolly Varden Cr,CO-47,LOWER FRASER,River,N1,Total Adults,1119,1119,337.778,30.186
Chilliwack R,Chinook,Fall,1986,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,223,223,157.87,70.794
Chilliwack R,Coho,Fall,1986,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,8927,8927,5765.741,64.588
Chilliwack R,Coho,Fall,1986,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,83007,83007,79123.566,95.322
Chilliwack R,Chinook,Fall,1986,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,178,178,177.99,99.994
Chilliwack R,Chinook,Fall,1986,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,344,73,73.99,21.509
Chilliwack R,Chinook,Fall,1986,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,4291,915,2315.68,53.966
Chilliwack R,Coho,Fall,1986,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,1537,1537,330.614,21.51
Chilliwack R,Chinook,Fall,1987,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,105,105,100.28,95.505
Chilliwack R,Coho,Fall,1987,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,36392,36392,22292.584,61.257
Chilliwack R,Chinook,Fall,1987,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,481,481,481,100
Chilliwack R,Coho,Fall,1987,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,103347,103347,71162.414,68.858
Chilliwack R,Chinook,Fall,1987,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,373,56,145.02,38.879
Chilliwack R,Coho,Fall,1987,2724,Depot Cr,,,River,N1,Total Adults,74,74,20.973,28.342
Chilliwack R,Coho,Fall,1987,245,Slesse Cr,,,River,N1,Total Adults,233,233,53.618,23.012
Chilliwack R,Chinook,Fall,1987,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,16790,2529,8594.72,51.19
Chilliwack R,Coho,Fall,1987,230,Dolly Varden Cr,CO-47,LOWER FRASER,River,N1,Total Adults,209,209,31.46,15.053
Chilliwack R,Coho,Fall,1987,232,Post Cr,CO-47,LOWER FRASER,River,N1,Total Adults,182,182,20.072,11.029
Chilliwack R,Chinook,Fall,1988,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,122,122,121.99,99.992
Chilliwack R,Coho,Fall,1988,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,9842,9842,6188.895,62.882
Chilliwack R,Chinook,Fall,1988,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,316,316,254.29,80.472
Chilliwack R,Coho,Fall,1988,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,68333,68333,55820.277,81.689
Chilliwack R,Chinook,Fall,1988,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,400,48,400,100
Chilliwack R,Coho,Fall,1988,245,Slesse Cr,,,River,N1,Total Adults,303,303,200.081,66.033
Chilliwack R,Coho,Fall,1988,2282,Ranger Cr,,,River,N1,Total Adults,125,125,59.541,47.633
Chilliwack R,Coho,Fall,1988,2281,Foresite Ch,,,River,N1,Total Adults,89,89,62.847,70.615
Chilliwack R,Coho,Fall,1988,2280,Middle Cr,,,River,N1,Total Adults,96,96,87.543,91.191
Chilliwack R,Coho,Fall,1988,2279,Fourteen Mile Cr,,,River,N1,Total Adults,262,262,213.087,81.331
Chilliwack R,Coho,Fall,1988,1129,Hopedale Sl,,,River,N1,Total Adults,83,83,1,1.205
Chilliwack R,Coho,Fall,1988,232,Post Cr,CO-47,LOWER FRASER,River,N1,Total Adults,137,137,27.893,20.36
Chilliwack R,Coho,Fall,1988,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,110,110,110,100
Chilliwack R,Chinook,Fall,1988,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,14466,1736,10594.2,73.235
Chilliwack R,Coho,Fall,1988,2278,Thurston Cr,,,River,N1,Total Adults,61,61,27.893,45.726
Chilliwack R,Chinook,Fall,1989,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,273,273,32.94,12.066
Chilliwack R,Coho,Fall,1989,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,13539,13539,10736.418,79.3
Chilliwack R,Chinook,Fall,1989,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,400,400,399.99,99.998
Chilliwack R,Coho,Fall,1989,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,46241,46241,46241,100
Chilliwack R,Coho,Fall,1989,2278,Thurston Cr,,,River,N1,Total Adults,107,107,29.142,27.236
Chilliwack R,Coho,Fall,1989,1141,Ryder Cr,,,River,N1,Total Adults,170,170,14.571,8.571
Chilliwack R,Coho,Fall,1989,2279,Fourteen Mile Cr,,,River,N1,Total Adults,41,41,14.711,35.88
Chilliwack R,Coho,Fall,1989,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,407,407,65.829,16.174
Chilliwack R,Chinook,Fall,1989,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,2933,175,2925.34,99.739
Chilliwack R,Coho,Fall,1989,246,Foley Cr,,,River,N1,Total Adults,9,9,9,100
Chilliwack R,Chinook,Fall,1990,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,2013,2013,1958.69,97.302
Chilliwack R,Coho,Fall,1990,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,13258,13258,9580.503,72.262
Chilliwack R,Chinook,Fall,1990,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,225,225,225,100
Chilliwack R,Coho,Fall,1990,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,H1,Total Adults,2324,2324,2209.484,95.072
Chilliwack R,Coho,Fall,1990,2282,Ranger Cr,,,River,N1,Total Adults,89,89,86.172,96.822
Chilliwack R,Chinook,Fall,1990,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,1570,50,1570,100
Chilliwack R,Coho,Fall,1990,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,136,136,135.999,99.999
Chilliwack R,Coho,Fall,1990,245,Slesse Cr,,,River,N1,Total Adults,113,113,101.905,90.181
Chilliwack R,Coho,Fall,1990,1141,Ryder Cr,,,River,N1,Total Adults,80,80,38.644,48.305
Chilliwack R,Coho,Fall,1990,2280,Middle Cr,,,River,N1,Total Adults,21,21,21,100
Chilliwack R,Coho,Fall,1990,107,Chilliwack R,CO-47,LOWER FRASER,Tendered Sale,Z1,Total Adults,42865,42865,40752.824,95.072
Chilliwack R,Coho,Fall,1991,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Jacks,12593,12593,7069.799,56.141
Chilliwack R,Chinook,Fall,1991,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,B1,Jacks,706,706,661.76,93.734
Chilliwack R,Chinook,Fall,1991,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,B1,Total Adults,961,961,833.71,86.754
Chilliwack R,Coho,Fall,1991,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,45561,45561,45299.612,99.426
Chilliwack R,Chinook,Fall,1991,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,1092,131,329.03,30.131
Chilliwack R,Chinook,Fall,1991,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,8375,1017,5338.7,63.746
Chilliwack R,Coho,Fall,1991,51,Centre Cr/LWFR,,,River,N1,Total Adults,39,39,39,100
Chilliwack R,Coho,Fall,1991,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,3875,394,1389.93,35.869
Chilliwack R,Coho,Fall,1991,245,Slesse Cr,,,River,N1,Total Adults,291,291,49.453,16.994
Chilliwack R,Coho,Fall,1991,2280,Middle Cr,,,River,N1,Total Adults,94,94,42.437,45.146
Chilliwack R,Coho,Fall,1992,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,H1,Jacks,4786,4786,3173.482,66.308
Chilliwack R,Chinook,Fall,1992,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,134,134,28.57,21.321
Chilliwack R,Coho,Fall,1992,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,20789,20789,16208.018,77.964
Chilliwack R,Chinook,Fall,1992,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,1520,1520,992.8,65.316
Chilliwack R,Chinook,Fall,1992,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,B2,Total Adults,801,801,527.3,65.83
Chilliwack R,Chinook,Fall,1992,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,First Nations Rack,S1,Jacks,316,316,67.37,21.32
Chilliwack R,Coho,Fall,1992,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Jacks,6446,6446,4274.188,66.308
Chilliwack R,Coho,Fall,1992,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Total Adults,18935,18935,14762.559,77.964
Chilliwack R,Chinook,Fall,1992,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,1460,345,492.63,33.742
Chilliwack R,Chinook,Fall,1992,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,35856,4303,20332.44,56.706
Chilliwack R,Coho,Fall,1992,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,3275,361,443.271,13.535
Chilliwack R,Chinook,Fall,1993,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,217,217,124.65,57.442
Chilliwack R,Coho,Fall,1993,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,3104,3104,2620.4,84.42
Chilliwack R,Chinook,Fall,1993,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,B2,Total Adults,1282,1282,857.7,66.903
Chilliwack R,Chinook,Fall,1993,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,790,790,611.54,77.41
Chilliwack R,Coho,Fall,1993,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Jacks,8307,8307,4172.177,50.225
Chilliwack R,Coho,Fall,1993,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Total Adults,20845,20845,17597.369,84.42
Chilliwack R,Chinook,Fall,1993,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,First Nations Rack,S1,Total Adults,276,276,213.65,77.409
Chilliwack R,Chinook,Fall,1993,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,666,80,96.37,14.47
Chilliwack R,Chinook,Fall,1993,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,17834,2140,9720.48,54.505
Chilliwack R,Coho,Fall,1993,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,1610,335,486.359,30.209
Chilliwack R,Chinook,Fall,1994,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Jacks,4,4,2.36,59
Chilliwack R,Coho,Fall,1994,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,H1,Jacks,92,92,55.242,60.046
Chilliwack R,Chinook,Fall,1994,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,B1,Total Adults,1387,1387,811.4,58.5
Chilliwack R,Coho,Fall,1994,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,2952,2952,2284.898,77.402
Chilliwack R,Coho,Fall,1994,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Total Adults,18843,18843,14584.799,77.402
Chilliwack R,Chinook,Fall,1994,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,1957,225,751.87,38.42
Chilliwack R,Chinook,Fall,1994,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Total Adults,6826,785,1769.38,25.921
Chilliwack R,Coho,Fall,1994,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Total Adults,7215,1589,3017.109,41.817
Chilliwack R,Chinook,Fall,1994,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Tendered Sale,Z1,Jacks,2736,2736,1613.91,58.988
Chilliwack R,Coho,Fall,1994,107,Chilliwack R,CO-47,LOWER FRASER,Tendered Sale,Z1,Jacks,12564,12564,7544.144,60.046
Chilliwack R,Chinook,Fall,1994,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Tendered Sale,Z1,Total Adults,24,24,14.04,58.5
Chilliwack R,Coho,Fall,1994,107,Chilliwack R,CO-47,LOWER FRASER,Tendered Sale,Z1,Total Adults,18843,18843,14584.799,77.402
Chilliwack R,Chinook,Fall,1995,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,B1,Jacks,13,13,12.43,95.615
Chilliwack R,Coho,Fall,1995,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,H1,Jacks,181,181,132.364,73.129
Chilliwack R,Chinook,Fall,1995,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H1,Total Adults,811,811,427.8,52.75
Chilliwack R,Chinook,Fall,1995,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,Broodstock,H2,Total Adults,89,89,60.9,68.427
Chilliwack R,Coho,Fall,1995,107,Chilliwack R,CO-47,LOWER FRASER,Broodstock,B1,Total Adults,3384,3384,2304.684,68.105
Chilliwack R,Chinook,Fall,1995,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,First Nations Rack,S1,Jacks,1223,1223,1169.86,95.655
Chilliwack R,Coho,Fall,1995,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Jacks,11442,11442,8367.482,73.13
Chilliwack R,Chinook,Fall,1995,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,First Nations Rack,S1,Total Adults,1105,1105,582.89,52.75
Chilliwack R,Coho,Fall,1995,107,Chilliwack R,CO-47,LOWER FRASER,First Nations Rack,S1,Total Adults,36381,36381,24777.41,68.105
Chilliwack R,Coho,Fall,1995,107,Chilliwack R,CO-47,LOWER FRASER,River,N1,Jacks,37,37,27.059,73.132
Chilliwack R,Chinook,Fall,1995,107,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,River,N1,Jacks,4820,241,1665.65,34.557
