recY,proj,stock,run,prod_area,stat_area,area,catch,Escape
1977,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,287.27,3756.89
1977,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,66.3,2741.63
1977,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,608.34,10114.49
1977,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.96,62.81
1978,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1318.53,13118.29
1978,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,33.57,109.26
1979,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,26.14,1526.91
1979,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,56.04,5957.98
1979,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.98,96.77
1980,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,371.91,19972.06
1980,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,19.79,1440.61
1980,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,49.9,1763.67
1980,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,44.43,1510.84
1980,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,37.54,2256.31
1980,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,20.4,1160.13
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,6843.06,14889.52
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,601.07,879.38
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,237.62,1321.93
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,611.6,1040.12
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.81,96.81
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,110.06,82.18
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,38.94,62.02
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,22.83,31.09
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,32.14,109.61
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,46.13,65.2
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,56.31,132.39
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,107.17,48.06
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,56.36,113.02
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.18,121.92
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.17,71.1
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,90.67,61.16
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,74.91,106.12
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,76.33,67.6
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,89.82,154.3
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,57.79,141.86
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,27.25,77.36
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,104.46,144.58
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,11.31,43.04
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,10.8,57.33
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,40.87,40.39
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,21.4,34.69
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,66.93,229.85
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,66.57,201.71
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,139.12,161.37
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,59.77,188.2
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,81.57,244.72
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,54.42,192.41
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,57.61,236.66
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,45.44,239.21
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,18.37,198.58
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,550.02,524.38
1981,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,431.69,393.35
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,194.9,724.15
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,129.97,846.66
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,63.99,556.74
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.77,480.73
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,165.18,540.69
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,887.1,7050.4
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,23.2,84.51
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,4.71,71.38
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.95,62.49
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,4.68,96.43
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.47,65.52
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,15.77,300.52
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,47.24,228.78
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,41.83,270.34
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,19.15,310.15
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,40.38,267.37
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,29.71,261.34
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,47.85,232.67
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,52.12,274.66
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,22.47,198.93
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,12.09,79.24
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.94,39.63
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,18.05,62.28
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,17.61,45.01
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,10.63,137.35
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.11,132.3
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,26.51,107.21
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,32.47,94.66
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,29.81,84.87
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,17.68,84.85
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,23.31,82.23
1982,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,326.42,1336.74
1975,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1.15,516.47
1976,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,79.98,2133.2
1977,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,82.62,6200.11
1978,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,770.32,13891.01
1980,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,31.68,8264.35
1981,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,201.98,4056.21
1981,Sechelt,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.24,0
1980,Seymour R,Seymour R/GSMN,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,2.06,0
1981,Seymour R,Seymour R/GSMN,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,10.4,25.07
1982,Seymour R,Seymour R/GSMN,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,47.96,0
1982,Sliammon R,Big Qualicum R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,54.76,0
1985,Alouette R,Alouette R S,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,59.68,0
1983,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,12096.05,25086.08
1984,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5911.4,29265.38
1985,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,128.57,4318.22
1985,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,553.85,5757.4
1986,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,923.03,2260.46
1986,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,944.8,5548.25
1986,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.61,4623.66
1986,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.59,117.05
1987,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,7.61,45.7
1986,Birkenhead R,Birkenhead R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,76.84,0
1984,Brunette R,Salmon R/LWFR,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,13.56,0
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,70.25,3359.18
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,64.99,2278.62
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,129.91,4022.78
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,162.31,3825.61
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,60.35,1477.8
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.71,67.23
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.12,68.72
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,43.73,74.72
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.11,68.72
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.28,104.58
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.11,79.19
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,17.6,76.21
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,14.16,160.67
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5.75,127.98
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,16.23,189.26
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,37.78,172.92
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,7.39,127.97
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.66,133.43
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,16.85,190.63
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.5,155.22
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,7.44,53.47
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,6.85,125.42
1983,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,6.85,150.16
1984,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,31.41,753.85
1985,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.01,33.67
1984,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,49.55,2884.02
1984,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,19.85,2080.15
1984,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,20.42,2722.68
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,78.14,1268.9
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,76.3,1144.43
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,49.66,1528.35
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,106.52,1515.94
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,32.42,750.37
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,121.41,353.99
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,154.94,2118.55
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,14.14,0
1986,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,38.48,752.65
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,221.71,974.98
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,34.58,2334.85
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,51.69,2114.68
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,44.63,1870.28
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,20.1,1955.9
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,72.72,866.16
1988,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5.35,8.45
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,98.6,1298.75
1987,Capilano R,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,138.8,10207.38
1985,Cheakamus Centre,Squamish R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,6.1,0
1985,Chehalis R,Coho Cr/LWFR,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,45.94,1357.79
1985,Chehalis R,Coho Cr/LWFR,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,82.69,406.49
1985,Chehalis R,Harrison R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,177.3,2969.42
1985,Chehalis R,Hicks+Maria Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,16.44,488.76
1985,Chehalis R,Weaver Sp Ch,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,135.32,300.72
1986,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,395.21,4077.11
1986,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,353.65,4083.57
1986,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,458.2,3741.23
1986,Chehalis R,Coho Cr/LWFR,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,379.9,521.03
1986,Chehalis R,Evans Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,76.45,661.21
1986,Chehalis R,Weaver Sp Ch,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,935.23,3728.28
1987,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,737.66,5625.83
1987,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,355.97,5401.57
1987,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1134.89,12085.45
1987,Chehalis R,Hicks+Maria Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,23.29,411.37
1987,Chehalis R,Weaver Sp Ch,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,245.98,2866.45
1983,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,68.29,358.66
1983,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.99,33.59
1983,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,52.46,127.8
1983,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,110.42,192.71
1983,Chilliwack R,Post Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,190.28,910.85
1983,Chilliwack R,Post Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,99.14,371.42
1983,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,84.31,381.36
1983,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,66.03,440.04
1983,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,62.99,476.01
1984,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.28,728.72
1984,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,38.28,526.65
1984,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,29.79,586.63
1984,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,331.21,2376.81
1984,Chilliwack R,Post Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,340.76,2984.21
1984,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,27.45,1025.64
1985,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,64.24,5167.33
1985,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,91.44,3850.86
1985,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,27.92,4837.73
1985,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,115.43,990.18
1985,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,6.69,1656.57
1985,Chilliwack R,Salwein Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,37.56,1792.63
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1048.59,11878.39
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1144.64,28059.83
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,582.04,21171.09
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,604.12,8861.84
1986,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,639.84,9517.38
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,228.95,3697.84
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,153.37,4428.2
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,333.26,4095.17
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,329.79,4143.95
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,143.57,3938.46
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,218.04,7905.27
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,944.41,9031.15
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1211.37,10433.42
1987,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1346.18,21653.25
1987,Chilliwack R,Dolly Varden Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,145.24,1890.75
1987,Clearwater R Up,Lion Cr,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,13.13,0
1987,Clearwater R Up,Lion Cr,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.39,0
1985,Conuma R,Conuma R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.69,0
1986,Conuma R,Conuma R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,299.63,0
1986,Conuma R,Conuma R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,62.69,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,103.68,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,11.19,0
1987,Conuma R,Conuma R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,15.56,0
1987,Conuma R,Sucwoa R,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,38.71,0
1987,Devereux Cr,Devereux Cr,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,35,0
1988,Devereux Cr,Devereux Cr,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.11,0
1986,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,33.24,761.02
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,33.42,731.18
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,46.53,1338.57
