species,relY,region,CWT_rate
Sockeye,2001,NCST,0
Sockeye,2001,WCVI,0
Sockeye,2002,CCST,0
Sockeye,2002,ISC,0
Sockeye,2002,NCST,0
Sockeye,2002,WCVI,0
Sockeye,2003,CCST,0
Sockeye,2003,ISC,0
Sockeye,2003,NCST,0
Sockeye,2003,WCVI,0
Sockeye,2004,CCST,0
Sockeye,2004,ISC,0
Sockeye,2004,NCST,0
Sockeye,2004,WCVI,0
Sockeye,2005,CCST,0
Sockeye,2005,ISC,0
Sockeye,2005,NCST,0
Sockeye,2005,WCVI,0
Sockeye,2006,CCST,0
Sockeye,2006,ISC,9.393743206980167e-4
Sockeye,2006,NCST,0
Sockeye,2007,CCST,0
Sockeye,2007,ISC,0
Sockeye,2007,NCST,0
Sockeye,2008,CCST,0
Sockeye,2008,ISC,0
Sockeye,2008,NCST,0
Sockeye,2009,CCST,0
Sockeye,2009,ISC,0.001835799242006183
Sockeye,2009,NCST,0
Sockeye,2010,CCST,0
Sockeye,2010,ISC,5.773893005976709e-4
Sockeye,2010,NCST,0
Sockeye,2011,CCST,0
Sockeye,2011,ISC,3.096523465182837e-4
Sockeye,2011,NCST,0
Sockeye,2012,CCST,0
Sockeye,2012,ISC,5.313871487049489e-4
Sockeye,2012,NCST,0
Sockeye,2013,CCST,0
Sockeye,2013,ISC,0.0016055511712697056
Sockeye,2013,NCST,0
Sockeye,2014,CCST,0
Sockeye,2014,ISC,3.9800683606819076e-4
Sockeye,2014,NCST,0
Sockeye,2015,CCST,0
Sockeye,2015,ISC,5.1615065657628e-4
Sockeye,2015,NCST,0
Sockeye,2016,CCST,0
Sockeye,2016,ISC,0.0017216836195599837
Sockeye,2016,NCST,0
Sockeye,2017,CCST,0
Sockeye,2017,ISC,0.0014852878650792039
Sockeye,2017,NCST,0
Sockeye,2018,CCST,0
Sockeye,2018,ISC,8.710527444991017e-4
Sockeye,2018,NCST,0
Sockeye,2019,CCST,0
Sockeye,2019,ISC,0.0011920523940005035
Sockeye,2019,NCST,0
Sockeye,2020,CCST,0
Sockeye,2020,ISC,0.009357636699141955
Sockeye,2020,NCST,0
Sockeye,2021,ISC,0
Steelhead,1973,ISC,0
Steelhead,1974,ISC,0
Steelhead,1974,WCVI,0
Steelhead,1975,ISC,0
Steelhead,1975,WCVI,1
Steelhead,1976,ISC,0.9299581404568403
Steelhead,1976,WCVI,1
Steelhead,1977,ISC,0.8905401302250261
Steelhead,1977,WCVI,1
Steelhead,1978,ISC,0.5319767083235668
Steelhead,1978,WCVI,1
Steelhead,1979,ISC,0.8308367811279385
Steelhead,1979,NCST,1
Steelhead,1979,WCVI,0.8554623762000532
Steelhead,1980,ISC,0.6070078209975657
Steelhead,1980,NCST,1
Steelhead,1980,WCVI,1
Steelhead,1981,CCST,0
Steelhead,1981,ISC,0.47913320405589965
Steelhead,1981,WCVI,1
Steelhead,1982,CCST,0
Steelhead,1982,ISC,0.48423596250985185
Steelhead,1982,NCST,0
Steelhead,1982,WCVI,0.4059760275282948
Steelhead,1983,CCST,0.05340068428189042
Steelhead,1983,ISC,0.43606940803986194
Steelhead,1983,NCST,0
Steelhead,1983,WCVI,0.4198859333711084
Steelhead,1984,CCST,0
Steelhead,1984,ISC,0.2443159809609952
Steelhead,1984,WCVI,1
Steelhead,1985,CCST,0
Steelhead,1985,ISC,0.15319127408858166
Steelhead,1985,NCST,0.4104204273933202
Steelhead,1985,WCVI,0.728025559783515
Steelhead,1986,CCST,0
Steelhead,1986,ISC,0.1108561644472059
Steelhead,1986,NCST,0.5557117117117117
Steelhead,1986,WCVI,0.6718107478462092
Steelhead,1987,CCST,0
Steelhead,1987,ISC,0.11798148273381737
Steelhead,1987,NCST,0.6766209992590548
Steelhead,1987,WCVI,0.9812294697325199
Steelhead,1988,CCST,0
Steelhead,1988,ISC,0.13304840730462525
Steelhead,1988,NCST,0.6364508693430124
Steelhead,1988,WCVI,0.2901703235561897
Steelhead,1989,CCST,0
Steelhead,1989,ISC,0.05275812491369437
Steelhead,1989,NCST,0
Steelhead,1989,WCVI,0.41149563195980654
Steelhead,1990,CCST,0
Steelhead,1990,ISC,0.013737371341839397
Steelhead,1990,NCST,0
Steelhead,1990,WCVI,0
Steelhead,1991,CCST,0
Steelhead,1991,ISC,0.03267101947348991
Steelhead,1991,NCST,0
Steelhead,1991,WCVI,0
Steelhead,1992,CCST,0
Steelhead,1992,ISC,0.04592878841413791
Steelhead,1992,NCST,0
Steelhead,1992,WCVI,0
Steelhead,1993,ISC,0.05014300415337833
Steelhead,1993,NCST,0
Steelhead,1993,WCVI,0
Steelhead,1994,ISC,0
Steelhead,1994,NCST,0
Steelhead,1994,WCVI,0
Steelhead,1995,ISC,0
Steelhead,1995,NCST,0
Steelhead,1995,WCVI,0
Steelhead,1996,ISC,0
Steelhead,1996,NCST,0
Steelhead,1996,WCVI,0
Steelhead,1997,CCST,0
Steelhead,1997,ISC,0
Steelhead,1997,NCST,0
Steelhead,1997,WCVI,0
Steelhead,1998,ISC,0
Steelhead,1998,NCST,0
Steelhead,1998,WCVI,0
Steelhead,1999,ISC,0
Steelhead,1999,NCST,0
Steelhead,1999,WCVI,0
Steelhead,2000,ISC,0
Steelhead,2000,NCST,0
Steelhead,2000,WCVI,0
Steelhead,2001,ISC,0.02394498491771766
Steelhead,2001,NCST,0
Steelhead,2001,WCVI,0
Steelhead,2002,ISC,0
Steelhead,2002,NCST,0
Steelhead,2002,WCVI,0
Steelhead,2003,ISC,0.03271186893182283
Steelhead,2003,NCST,0
Steelhead,2003,WCVI,0
Steelhead,2004,ISC,0
Steelhead,2004,NCST,0
Steelhead,2004,WCVI,0
Steelhead,2005,ISC,0.04384803167080688
Steelhead,2005,NCST,0
Steelhead,2005,WCVI,0
Steelhead,2006,ISC,0
Steelhead,2006,NCST,0
Steelhead,2006,WCVI,0
Steelhead,2007,ISC,0
Steelhead,2007,NCST,0
Steelhead,2007,WCVI,0
Steelhead,2008,ISC,0
Steelhead,2008,NCST,0
Steelhead,2008,WCVI,0
Steelhead,2009,ISC,0
Steelhead,2009,NCST,0
Steelhead,2009,WCVI,0
Steelhead,2010,ISC,0
Steelhead,2010,NCST,0
Steelhead,2010,WCVI,0
Steelhead,2011,ISC,0
Steelhead,2011,NCST,0
Steelhead,2011,WCVI,0
Steelhead,2012,ISC,0
Steelhead,2012,NCST,0
Steelhead,2012,WCVI,0
Steelhead,2013,ISC,0
Steelhead,2013,NCST,0
Steelhead,2013,WCVI,0
Steelhead,2014,ISC,0
Steelhead,2014,NCST,0
Steelhead,2015,ISC,0
Steelhead,2015,WCVI,0
Steelhead,2016,ISC,0
Steelhead,2016,NCST,0
Steelhead,2016,WCVI,0
Steelhead,2017,ISC,0
Steelhead,2017,NCST,0
Steelhead,2017,WCVI,0
Steelhead,2018,ISC,0
Steelhead,2018,NCST,0
Steelhead,2019,ISC,0
Steelhead,2019,NCST,0
Steelhead,2020,ISC,0
NA,NA,NA,NA
